parent_A,parent_B,G_ij,cluster_A,cluster_B,Tannin_A,Tannin_B,Tannin_midparent,Tannin_absgap,Phenol_A,Phenol_B,Phenol_midparent,Phenol_absgap,Flavonoid_A,Flavonoid_B,Flavonoid_midparent,Flavonoid_absgap,Antioxidant_A,Antioxidant_B,Antioxidant_midparent,Antioxidant_absgap,Seed_Length_A,Seed_Length_B,Seed_Length_midparent,Seed_Length_absgap,Seed_Width_A,Seed_Width_B,Seed_Width_midparent,Seed_Width_absgap,Seed_Thickness_A,Seed_Thickness_B,Seed_Thickness_midparent,Seed_Thickness_absgap,Mass_of_Seeds_A,Mass_of_Seeds_B,Mass_of_Seeds_midparent,Mass_of_Seeds_absgap,Seed_Coat_Tannin_A,Seed_Coat_Tannin_B,Seed_Coat_Tannin_midparent,Seed_Coat_Tannin_absgap,Crude_Protein_A,Crude_Protein_B,Crude_Protein_midparent,Crude_Protein_absgap,Total_Oxalate_A,Total_Oxalate_B,Total_Oxalate_midparent,Total_Oxalate_absgap,Soluble_Oxalate_A,Soluble_Oxalate_B,Soluble_Oxalate_midparent,Soluble_Oxalate_absgap,Insoluble_Oxalate_A,Insoluble_Oxalate_B,Insoluble_Oxalate_midparent,Insoluble_Oxalate_absgap
TSs209,TSs282,-0.25525005298472025,2,2,148.461797672119,660.284995971696,404.37339682190753,511.82319829957703,128.57200773084,145.065018503903,136.81851311737148,16.49301077306299,33.3316633707094,90.9043818134728,62.118022592091094,57.572718442763396,157.342672795309,334.345418483785,245.844045639547,177.002745688476,7.882,8.552,8.216999999999999,0.6699999999999999,6.475,6.501,6.4879999999999995,0.02600000000000069,6.054,6.3747,6.21435,0.32069999999999954,0.239,0.264,0.2515,0.025000000000000022,240.137991787037,718.698073517234,479.4180326521355,478.560081730197,,,,,,,,,,,,,,,,
TSs155,TSs303,-0.252465634607287,1,2,864.012320443296,843.146276252702,853.5792983479989,20.866044190593925,142.67603038409,159.870637257378,151.27333382073402,17.194606873287995,179.590054803224,120.285901551985,149.93797817760452,59.304153251239,247.751741701418,242.711574645193,245.2316581733055,5.040167056225016,7.613,7.741,7.677,0.12799999999999923,5.77,6.075,5.922499999999999,0.3050000000000006,5.826,6.221,6.0235,0.39500000000000046,0.2024,0.2341,0.21825,0.031700000000000006,862.649460546495,1099.36089489785,981.0051777221724,236.7114343513549,,,,,,,,,,,,,,,,
TSs156A,TSs98,-0.2516650444637434,1,2,673.027286238732,983.632105533015,828.3296958858734,310.60481929428295,227.193040482138,129.490219976921,178.3416302295295,97.702820505217,87.0933996609076,171.197251768599,129.14532571475328,84.1038521076914,129.392142398117,376.805060174128,253.09860128612252,247.41291777601103,7.666,9.212,8.439,1.5459999999999994,7.115,7.132,7.1235,0.01699999999999946,6.955,7.113,7.034000000000001,0.15800000000000036,0.2889,0.3607,0.3248,0.07180000000000003,956.650402414259,1061.50323698195,1009.0768196981046,104.85283456769105,,28.9746376012456,,,,938.607383578431,,,,344.759825512942,,,,593.84755806549,,
TSs96,TSs358,-0.24965993084729735,2,1,382.617149647015,604.948240539693,493.782695093354,222.33109089267793,267.949934683547,493.280416621162,380.6151756523545,225.330481937615,130.328205065851,106.393859340583,118.36103220321701,23.93434572526799,180.035552000817,233.724883943803,206.88021797231,53.689331942986,9.016,8.618,8.817,0.3979999999999997,6.71,6.819,6.7645,0.10899999999999999,6.32,6.798,6.559,0.47799999999999976,0.2877,0.3188,0.30325,0.03109999999999996,805.785229341316,743.878474243588,774.831851792452,61.90675509772802,,30.7540975617775,,,,1033.44238905325,,,,299.878875370553,,,,733.563513682701,,
TSs151B,TSs217,-0.24774526370251926,1,2,,650.649677652133,,,,204.223149250866,,,,129.634790939371,,,,521.612935220157,,,7.776,7.824,7.8,0.04800000000000004,5.898,6.0,5.949,0.10200000000000031,5.699,5.659,5.679,0.040000000000000036,0.2064,0.2091,0.20775,0.002700000000000008,1136.7674734124,1154.58308288755,1145.675278149975,17.81560947515004,,,,,,,,,,,,,,,,
TSs151B,TSs371,-0.24701617921768948,1,2,,754.696894597476,,,,148.631389909466,,,,126.675629028688,,,,268.389045475978,,,7.776,8.956,8.366,1.1799999999999997,5.898,7.066,6.481999999999999,1.1680000000000001,5.699,7.25,6.4745,1.5510000000000002,0.2064,0.3684,0.2874,0.162,1136.7674734124,1068.01152388284,1102.38949864762,68.75594952955998,,29.6420607355193,,,,811.726023218387,,,,295.461404858577,,,,516.26461835981,,
TSs133,TSs24,-0.246993832784781,1,2,350.181189808862,708.902476595967,529.5418332024144,358.721286787105,211.66843466716,79.5223089316254,145.5953717993927,132.1461257355346,124.482152977083,85.8761231501137,105.17913806359834,38.606029826969305,218.153587437576,97.658671872829,157.9061296552025,120.49491556474699,8.543,8.639,8.591,0.09600000000000009,6.994,6.83,6.912,0.1639999999999997,6.831,6.524,6.6775,0.3070000000000004,0.3192,0.3032,0.31120000000000003,0.01599999999999996,705.489398780134,732.829439465194,719.1594191226641,27.34004068505999,,,,,,,,,,,,,,,,
TSs217,TSs358,-0.2469737573307798,2,1,650.649677652133,604.948240539693,627.798959095913,45.70143711244009,204.223149250866,493.280416621162,348.75178293601397,289.057267370296,129.634790939371,106.393859340583,118.01432513997699,23.24093159878798,521.612935220157,233.724883943803,377.66890958198,287.8880512763541,7.824,8.618,8.221,0.7940000000000005,6.0,6.819,6.4094999999999995,0.819,5.659,6.798,6.2285,1.1390000000000002,0.2091,0.3188,0.26395,0.10969999999999996,1154.58308288755,743.878474243588,949.230778565569,410.70460864396205,,30.7540975617775,,,,1033.44238905325,,,,299.878875370553,,,,733.563513682701,,
TSs49,TSs151B,-0.24637561476906678,2,1,402.279338036836,,,,236.310690798753,,,,157.038686779085,,,,298.909487468502,,,,8.755,7.776,8.2655,0.979000000000001,6.454,5.898,6.176,0.556,5.916,5.699,5.8075,0.21700000000000053,0.2624,0.2064,0.2344,0.05600000000000002,723.218973090569,1136.7674734124,929.9932232514846,413.54850032183106,,,,,,,,,,,,,,,,
TSs363,TSs317,-0.24429487047163362,1,2,522.529740487655,679.194862253083,600.862301370369,156.665121765428,144.944952744426,148.827114977169,146.8860338607975,3.8821622327430134,78.598991363029,208.16394267839,143.3814670207095,129.564951315361,274.354203181557,314.401185844708,294.3776945131325,40.04698266315097,8.546,8.771,8.6585,0.22500000000000142,6.877,6.744,6.810499999999999,0.133,6.773,6.263,6.518,0.5099999999999998,0.3137,0.2954,0.30455,0.018299999999999983,689.818679398602,1064.4492839394,877.133981669001,374.630604540798,31.5290495289265,,,,999.110778466456,,,,409.020536900019,,,,590.090241566437,,,
TSs325,TSs282,-0.2442361163715466,2,2,298.07419365711,660.284995971696,479.179594814403,362.21080231458603,83.6720723637473,145.065018503903,114.36854543382515,61.392946140155686,97.3251938207849,90.9043818134728,94.11478781712884,6.420812007312108,209.058783470417,334.345418483785,271.702100977101,125.286635013368,8.72,8.552,8.636,0.16800000000000104,6.954,6.501,6.7275,0.4529999999999994,6.341,6.3747,6.35785,0.03369999999999962,0.3175,0.264,0.29075,0.05349999999999999,321.231248697492,718.698073517234,519.964661107363,397.466824819742,43.6726873654779,,,,1241.86179212285,,,,263.07966754666,,,,978.782124576187,,,
TSs168,TSs282,-0.24361835799540282,2,2,491.780246219773,660.284995971696,576.0326210957345,168.50474975192304,115.190952605561,145.065018503903,130.127985554732,29.874065898341996,108.407802391138,90.9043818134728,99.6560921023054,17.50342057766521,143.130312354818,334.345418483785,238.7378654193015,191.21510612896702,8.648,8.552,8.6,0.09600000000000009,7.089,6.501,6.795,0.5880000000000001,6.648,6.3747,6.51135,0.2732999999999999,0.3105,0.264,0.28725,0.046499999999999986,733.963475072292,718.698073517234,726.3307742947629,15.26540155505802,,,,,,,,,,,,,,,,
TSs166,TSs358,-0.24342452783820193,2,1,661.818696549931,604.948240539693,633.383468544812,56.87045601023806,140.081494406918,493.280416621162,316.68095551403997,353.19892221424396,112.405700572529,106.393859340583,109.399779956556,6.0118412319459935,253.780425576748,233.724883943803,243.7526547602755,20.055541632944994,8.584,8.618,8.600999999999999,0.034000000000000696,6.686,6.819,6.7524999999999995,0.133,7.041,6.798,6.9195,0.24300000000000033,0.3126,0.3188,0.3157,0.006199999999999983,792.747381128098,743.878474243588,768.3129276858431,48.86890688451001,41.4366563404871,30.7540975617775,36.095376951132295,10.682558778709598,1098.16330555922,1033.44238905325,1065.802847306235,64.72091650596985,525.43003314321,299.878875370553,412.65445425688154,225.55115777265706,572.733272416013,733.563513682701,653.1483930493571,160.83024126668795
TSs361,TSs217,-0.24300987935070298,1,2,697.419649368991,650.649677652133,674.034663510562,46.76997171685798,274.975748250218,204.223149250866,239.59944875054197,70.75259899935199,148.504843097067,129.634790939371,139.069817018219,18.870052157696023,224.357952411057,521.612935220157,372.985443815607,297.25498280910006,8.579,7.824,8.2015,0.7550000000000008,6.784,6.0,6.3919999999999995,0.7839999999999998,6.554,5.659,6.1065000000000005,0.8950000000000005,0.3004,0.2091,0.25475000000000003,0.09129999999999999,969.97090051681,1154.58308288755,1062.27699170218,184.61218237074002,36.6822429906542,,,,853.189029158319,,,,307.592219560878,,,,545.59680959744,,,
TSs151B,TSs96,-0.2429380952441604,1,2,,382.617149647015,,,,267.949934683547,,,,130.328205065851,,,,180.035552000817,,,7.776,9.016,8.396,1.2400000000000002,5.898,6.71,6.304,0.8120000000000003,5.699,6.32,6.0095,0.6210000000000004,0.2064,0.2877,0.24705,0.08130000000000001,1136.7674734124,805.785229341316,971.276351376858,330.982244071084,,,,,,,,,,,,,,,,
TSs361,TSs96,-0.2428970852632459,1,2,697.419649368991,382.617149647015,540.0183995080031,314.802499721976,274.975748250218,267.949934683547,271.4628414668825,7.02581356667099,148.504843097067,130.328205065851,139.416524081459,18.176638031216015,224.357952411057,180.035552000817,202.196752205937,44.32240041023999,8.579,9.016,8.7975,0.4369999999999994,6.784,6.71,6.747,0.07399999999999984,6.554,6.32,6.437,0.23399999999999999,0.3004,0.2877,0.29405000000000003,0.012699999999999989,969.97090051681,805.785229341316,887.878064929063,164.185671175494,36.6822429906542,,,,853.189029158319,,,,307.592219560878,,,,545.59680959744,,,
TSs371,TSs358,-0.2425635105979938,2,1,754.696894597476,604.948240539693,679.8225675685844,149.74865405778303,148.631389909466,493.280416621162,320.95590326531396,344.64902671169597,126.675629028688,106.393859340583,116.5347441846355,20.281769688104987,268.389045475978,233.724883943803,251.0569647098905,34.66416153217497,8.956,8.618,8.786999999999999,0.3379999999999992,7.066,6.819,6.9425,0.2469999999999999,7.25,6.798,7.024,0.45199999999999996,0.3684,0.3188,0.3436,0.04960000000000003,1068.01152388284,743.878474243588,905.944999063214,324.133049639252,29.6420607355193,30.7540975617775,30.1980791486484,1.1120368262581977,811.726023218387,1033.44238905325,922.5842061358185,221.71636583486304,295.461404858577,299.878875370553,297.670140114565,4.417470511975978,516.26461835981,733.563513682701,624.9140660212555,217.29889532289098
TSs155,TSs3A,-0.24146291396064815,1,2,864.012320443296,825.279335127708,844.645827785502,38.73298531558794,142.67603038409,113.317097195181,127.9965637896355,29.358933188909006,179.590054803224,75.6605824448428,127.62531862403341,103.9294723583812,247.751741701418,214.716345120326,231.234043410872,33.035396581092016,7.613,8.803,8.208,1.1900000000000004,5.77,6.414,6.092,0.6440000000000001,5.826,5.916,5.871,0.09000000000000075,0.2024,0.2767,0.23954999999999999,0.0743,862.649460546495,756.556670346454,809.6030654464745,106.09279020004101,,34.6398832755904,,,,848.089693411611,,,,364.576250769915,,,,483.513442641697,,
TSs151B,TSs166,-0.24106995889652774,1,2,,661.818696549931,,,,140.081494406918,,,,112.405700572529,,,,253.780425576748,,,7.776,8.584,8.18,0.8079999999999998,5.898,6.686,6.292,0.7880000000000003,5.699,7.041,6.37,1.3420000000000005,0.2064,0.3126,0.2595,0.10619999999999999,1136.7674734124,792.747381128098,964.7574272702491,344.020092284302,,41.4366563404871,,,,1098.16330555922,,,,525.43003314321,,,,572.733272416013,,
TSs49,TSs155,-0.24078922081118662,2,1,402.279338036836,864.012320443296,633.145829240066,461.73298240645994,236.310690798753,142.67603038409,189.4933605914215,93.63466041466299,157.038686779085,179.590054803224,168.3143707911545,22.55136802413901,298.909487468502,247.751741701418,273.33061458496,51.15774576708398,8.755,7.613,8.184000000000001,1.1420000000000003,6.454,5.77,6.112,0.6840000000000002,5.916,5.826,5.871,0.09000000000000075,0.2624,0.2024,0.2324,0.060000000000000026,723.218973090569,862.649460546495,792.9342168185319,139.43048745592603,,,,,,,,,,,,,,,,
TSs363,TSs166,-0.2382124963524707,1,2,522.529740487655,661.818696549931,592.1742185187929,139.28895606227604,144.944952744426,140.081494406918,142.513223575672,4.8634583375079785,78.598991363029,112.405700572529,95.50234596777901,33.8067092095,274.354203181557,253.780425576748,264.0673143791525,20.57377760480901,8.546,8.584,8.565,0.038000000000000256,6.877,6.686,6.781499999999999,0.19099999999999984,6.773,7.041,6.907,0.2680000000000007,0.3137,0.3126,0.31315,0.0010999999999999899,689.818679398602,792.747381128098,741.2830302633499,102.92870172949608,31.5290495289265,41.4366563404871,36.4828529347068,9.907606811560598,999.110778466456,1098.16330555922,1048.637042012838,99.05252709276385,409.020536900019,525.43003314321,467.2252850216145,116.40949624319103,590.090241566437,572.733272416013,581.411756991225,17.356969150423993
TSs157A,TSs363,-0.2374471553423415,2,1,329.972674531224,522.529740487655,426.2512075094395,192.55706595643096,365.465608641324,144.944952744426,255.20528069287502,220.52065589689803,87.0501306743437,78.598991363029,82.82456101868635,8.451139311314705,282.680516222871,274.354203181557,278.517359702214,8.326313041313995,8.551,8.546,8.5485,0.005000000000000782,6.323,6.877,6.6,0.5539999999999994,6.356,6.773,6.5645,0.4169999999999998,0.2715,0.3137,0.29259999999999997,0.04219999999999996,865.295227863506,689.818679398602,777.5569536310541,175.4765484649041,,31.5290495289265,,,,999.110778466456,,,,409.020536900019,,,,590.090241566437,,
