GO_id,k_in_fg,K_in_bg,n_fg,N_bg,fold_enrichment,p_value,q_bh
GO:0004592,1,1,1193,15788,13.233864207879295,0.07556371928046618,0.52354862644323
GO:0016879,1,1,1193,15788,13.233864207879295,0.07556371928046618,0.52354862644323
GO:0003919,1,1,1193,15788,13.233864207879295,0.07556371928046618,0.52354862644323
GO:0009102,1,1,1193,15788,13.233864207879295,0.07556371928046618,0.52354862644323
GO:0033617,1,1,1193,15788,13.233864207879295,0.07556371928046618,0.52354862644323
GO:0004048,1,1,1193,15788,13.233864207879295,0.07556371928046618,0.52354862644323
GO:0019905,1,1,1193,15788,13.233864207879295,0.07556371928046618,0.52354862644323
GO:0018580,1,1,1193,15788,13.233864207879295,0.07556371928046618,0.52354862644323
GO:0004489,1,1,1193,15788,13.233864207879295,0.07556371928046618,0.52354862644323
GO:0006555,1,1,1193,15788,13.233864207879295,0.07556371928046618,0.52354862644323
GO:0003964,1,1,1193,15788,13.233864207879295,0.07556371928046618,0.52354862644323
GO:0090544,1,1,1193,15788,13.233864207879295,0.07556371928046618,0.52354862644323
GO:0016701,1,1,1193,15788,13.233864207879295,0.07556371928046618,0.52354862644323
GO:0003721,1,1,1193,15788,13.233864207879295,0.07556371928046618,0.52354862644323
GO:0030014,1,1,1193,15788,13.233864207879295,0.07556371928046618,0.52354862644323
GO:0003868,1,1,1193,15788,13.233864207879295,0.07556371928046618,0.52354862644323
GO:0010181,4,22,1193,15788,2.4061571287053267,0.07971830865621486,0.5458359486813771
GO:0000139,3,14,1193,15788,2.8358280445455635,0.08372428816464424,0.5600866173772752
GO:0015743,3,14,1193,15788,2.8358280445455635,0.08372428816464424,0.5600866173772752
GO:0005978,2,7,1193,15788,3.781104059394085,0.09289089025388766,0.5876358492148112
GO:0009742,2,7,1193,15788,3.781104059394085,0.09289089025388766,0.5876358492148112
GO:0008878,2,7,1193,15788,3.781104059394085,0.09289089025388766,0.5876358492148112
GO:0015689,2,7,1193,15788,3.781104059394085,0.09289089025388766,0.5876358492148112
GO:0015098,2,7,1193,15788,3.781104059394085,0.09289089025388766,0.5876358492148112
GO:0005524,131,1558,1193,15788,1.112731842896141,0.09982975983563043,0.5918573204040368
GO:0005525,21,210,1193,15788,1.3233864207879296,0.11428629002373546,0.5918573204040368
GO:0003887,3,16,1193,15788,2.481349538977368,0.11532044071130326,0.5918573204040368
GO:0006820,2,8,1193,15788,3.3084660519698237,0.11783375513605518,0.5918573204040368
GO:0005452,2,8,1193,15788,3.3084660519698237,0.11783375513605518,0.5918573204040368
GO:0006952,9,76,1193,15788,1.567168129880443,0.11841169157580576,0.5918573204040368
GO:0016747,14,133,1193,15788,1.393038337671505,0.12960738612323847,0.5918573204040368
GO:0030244,6,46,1193,15788,1.7261562010277343,0.13091928301309497,0.5918573204040368
GO:0007186,3,17,1193,15788,2.3353878013904636,0.13255260416842202,0.5918573204040368
GO:0019001,2,9,1193,15788,2.940858712862066,0.1441883780414284,0.5918573204040368
GO:0031683,2,9,1193,15788,2.940858712862066,0.1441883780414284,0.5918573204040368
GO:0006801,2,9,1193,15788,2.940858712862066,0.1441883780414284,0.5918573204040368
GO:0045116,1,2,1193,15788,6.616932103939647,0.1454219876594111,0.5918573204040368
GO:0016628,1,2,1193,15788,6.616932103939647,0.1454219876594111,0.5918573204040368
GO:0016538,1,2,1193,15788,6.616932103939647,0.1454219876594111,0.5918573204040368
GO:0019781,1,2,1193,15788,6.616932103939647,0.1454219876594111,0.5918573204040368
GO:0045550,1,2,1193,15788,6.616932103939647,0.1454219876594111,0.5918573204040368
GO:0030896,1,2,1193,15788,6.616932103939647,0.1454219876594111,0.5918573204040368
GO:0004801,1,2,1193,15788,6.616932103939647,0.1454219876594111,0.5918573204040368
GO:0051188,1,2,1193,15788,6.616932103939647,0.1454219876594111,0.5918573204040368
GO:0015940,1,2,1193,15788,6.616932103939647,0.1454219876594111,0.5918573204040368
GO:0004583,1,2,1193,15788,6.616932103939647,0.1454219876594111,0.5918573204040368
GO:0004316,1,2,1193,15788,6.616932103939647,0.1454219876594111,0.5918573204040368
GO:0003839,1,2,1193,15788,6.616932103939647,0.1454219876594111,0.5918573204040368
GO:0006421,1,2,1193,15788,6.616932103939647,0.1454219876594111,0.5918573204040368
GO:0009902,1,2,1193,15788,6.616932103939647,0.1454219876594111,0.5918573204040368
GO:0019774,1,2,1193,15788,6.616932103939647,0.1454219876594111,0.5918573204040368
GO:0004816,1,2,1193,15788,6.616932103939647,0.1454219876594111,0.5918573204040368
GO:0000266,1,2,1193,15788,6.616932103939647,0.1454219876594111,0.5918573204040368
GO:0010029,1,2,1193,15788,6.616932103939647,0.1454219876594111,0.5918573204040368
GO:0006544,1,2,1193,15788,6.616932103939647,0.1454219876594111,0.5918573204040368
GO:0006428,1,2,1193,15788,6.616932103939647,0.1454219876594111,0.5918573204040368
GO:0004822,1,2,1193,15788,6.616932103939647,0.1454219876594111,0.5918573204040368
GO:0000077,1,2,1193,15788,6.616932103939647,0.1454219876594111,0.5918573204040368
GO:0004107,1,2,1193,15788,6.616932103939647,0.1454219876594111,0.5918573204040368
GO:0047750,1,2,1193,15788,6.616932103939647,0.1454219876594111,0.5918573204040368
GO:0006897,1,2,1193,15788,6.616932103939647,0.1454219876594111,0.5918573204040368
GO:0016125,1,2,1193,15788,6.616932103939647,0.1454219876594111,0.5918573204040368
GO:0016836,1,2,1193,15788,6.616932103939647,0.1454219876594111,0.5918573204040368
GO:0005740,1,2,1193,15788,6.616932103939647,0.1454219876594111,0.5918573204040368
GO:0004020,1,2,1193,15788,6.616932103939647,0.1454219876594111,0.5918573204040368
GO:0008290,1,2,1193,15788,6.616932103939647,0.1454219876594111,0.5918573204040368
GO:0005471,1,2,1193,15788,6.616932103939647,0.1454219876594111,0.5918573204040368
GO:0004455,1,2,1193,15788,6.616932103939647,0.1454219876594111,0.5918573204040368
GO:0044030,1,2,1193,15788,6.616932103939647,0.1454219876594111,0.5918573204040368
GO:0017057,1,2,1193,15788,6.616932103939647,0.1454219876594111,0.5918573204040368
GO:0035065,1,2,1193,15788,6.616932103939647,0.1454219876594111,0.5918573204040368
GO:0004648,1,2,1193,15788,6.616932103939647,0.1454219876594111,0.5918573204040368
GO:0004809,1,2,1193,15788,6.616932103939647,0.1454219876594111,0.5918573204040368
GO:0004375,1,2,1193,15788,6.616932103939647,0.1454219876594111,0.5918573204040368
GO:0051016,1,2,1193,15788,6.616932103939647,0.1454219876594111,0.5918573204040368
GO:0046873,4,28,1193,15788,1.8905520296970424,0.15733804399495163,0.6359079278129296
GO:0003735,27,292,1193,15788,1.2236792247011676,0.1603243453244547,0.6365784504340027
GO:0016020,81,964,1193,15788,1.1119740672595673,0.16743707488996826,0.6365784504340027
GO:0016760,5,39,1193,15788,1.6966492574204226,0.1686360699679141,0.6365784504340027
GO:0016310,3,19,1193,15788,2.089557506507257,0.1693891298725977,0.6365784504340027
GO:0019773,2,10,1193,15788,2.646772841575859,0.17159942397662914,0.6365784504340027
GO:0003712,2,10,1193,15788,2.646772841575859,0.17159942397662914,0.6365784504340027
GO:0035091,2,10,1193,15788,2.646772841575859,0.17159942397662914,0.6365784504340027
GO:0006338,2,10,1193,15788,2.646772841575859,0.17159942397662914,0.6365784504340027
GO:0015995,2,10,1193,15788,2.646772841575859,0.17159942397662914,0.6365784504340027
GO:0005488,32,356,1193,15788,1.1895608276745433,0.17431673241063875,0.6365784504340027
GO:0046872,25,273,1193,15788,1.2118923267288733,0.18368148319542604,0.6365784504340027
GO:0051082,8,73,1193,15788,1.4502864885347173,0.18465283233186322,0.6365784504340027
GO:0006412,27,298,1193,15788,1.199041387962218,0.18710815987916976,0.6365784504340027
GO:0003676,55,646,1193,15788,1.1267221848813642,0.1922719259692669,0.6365784504340027
GO:0005840,25,278,1193,15788,1.1900957021474188,0.20853367346858392,0.6365784504340027
GO:0047262,3,21,1193,15788,1.8905520296970422,0.20872971601056683,0.6365784504340027
GO:0003857,1,3,1193,15788,4.411288069293099,0.21000526199884625,0.6365784504340027
GO:0046855,1,3,1193,15788,4.411288069293099,0.21000526199884625,0.6365784504340027
GO:0008253,1,3,1193,15788,4.411288069293099,0.21000526199884625,0.6365784504340027
GO:0006729,1,3,1193,15788,4.411288069293099,0.21000526199884625,0.6365784504340027
GO:0008934,1,3,1193,15788,4.411288069293099,0.21000526199884625,0.6365784504340027
GO:0030041,1,3,1193,15788,4.411288069293099,0.21000526199884625,0.6365784504340027
GO:0005534,1,3,1193,15788,4.411288069293099,0.21000526199884625,0.6365784504340027
GO:0004488,1,3,1193,15788,4.411288069293099,0.21000526199884625,0.6365784504340027
GO:0008124,1,3,1193,15788,4.411288069293099,0.21000526199884625,0.6365784504340027
GO:0032266,1,3,1193,15788,4.411288069293099,0.21000526199884625,0.6365784504340027
GO:0015937,1,3,1193,15788,4.411288069293099,0.21000526199884625,0.6365784504340027
GO:0006491,1,3,1193,15788,4.411288069293099,0.21000526199884625,0.6365784504340027
GO:0017004,1,3,1193,15788,4.411288069293099,0.21000526199884625,0.6365784504340027
GO:0003984,1,3,1193,15788,4.411288069293099,0.21000526199884625,0.6365784504340027
GO:0031515,1,3,1193,15788,4.411288069293099,0.21000526199884625,0.6365784504340027
GO:0004797,1,3,1193,15788,4.411288069293099,0.21000526199884625,0.6365784504340027
GO:0005784,1,3,1193,15788,4.411288069293099,0.21000526199884625,0.6365784504340027
GO:0016679,1,3,1193,15788,4.411288069293099,0.21000526199884625,0.6365784504340027
GO:0003849,1,3,1193,15788,4.411288069293099,0.21000526199884625,0.6365784504340027
GO:0003999,1,3,1193,15788,4.411288069293099,0.21000526199884625,0.6365784504340027
GO:0016638,1,3,1193,15788,4.411288069293099,0.21000526199884625,0.6365784504340027
GO:0015930,1,3,1193,15788,4.411288069293099,0.21000526199884625,0.6365784504340027
GO:0015996,1,3,1193,15788,4.411288069293099,0.21000526199884625,0.6365784504340027
GO:0006163,1,3,1193,15788,4.411288069293099,0.21000526199884625,0.6365784504340027
GO:0006537,1,3,1193,15788,4.411288069293099,0.21000526199884625,0.6365784504340027
GO:0004385,1,3,1193,15788,4.411288069293099,0.21000526199884625,0.6365784504340027
GO:0003852,1,3,1193,15788,4.411288069293099,0.21000526199884625,0.6365784504340027
GO:0006168,1,3,1193,15788,4.411288069293099,0.21000526199884625,0.6365784504340027
GO:0031145,1,3,1193,15788,4.411288069293099,0.21000526199884625,0.6365784504340027
GO:0047746,1,3,1193,15788,4.411288069293099,0.21000526199884625,0.6365784504340027
GO:0004176,1,3,1193,15788,4.411288069293099,0.21000526199884625,0.6365784504340027
GO:0000796,1,3,1193,15788,4.411288069293099,0.21000526199884625,0.6365784504340027
GO:0008033,4,32,1193,15788,1.6542330259849118,0.21988825001837192,0.6630827021279402
GO:0071949,2,12,1193,15788,2.2056440346465496,0.2283924116572004,0.6634980605390493
GO:0001522,3,22,1193,15788,1.804617846528995,0.2290999382244119,0.6634980605390493
GO:0015171,3,22,1193,15788,1.804617846528995,0.2290999382244119,0.6634980605390493
GO:0003777,7,66,1193,15788,1.4035916584114405,0.2296152432550356,0.6634980605390493
GO:0007018,7,66,1193,15788,1.4035916584114405,0.2296152432550356,0.6634980605390493
GO:0003682,4,33,1193,15788,1.6041047524702177,0.23646220933819753,0.6634980605390493
GO:0007275,4,33,1193,15788,1.6041047524702177,0.23646220933819753,0.6634980605390493
GO:0004190,10,102,1193,15788,1.2974376674391468,0.24106175825777162,0.6634980605390493
GO:0005385,2,13,1193,15788,2.035979108904507,0.25727257829765143,0.6634980605390493
GO:0016831,2,13,1193,15788,2.035979108904507,0.25727257829765143,0.6634980605390493
GO:0044237,2,13,1193,15788,2.035979108904507,0.25727257829765143,0.6634980605390493
GO:0005388,2,13,1193,15788,2.035979108904507,0.25727257829765143,0.6634980605390493
GO:0070588,2,13,1193,15788,2.035979108904507,0.25727257829765143,0.6634980605390493
GO:0006006,2,13,1193,15788,2.035979108904507,0.25727257829765143,0.6634980605390493
GO:0071577,2,13,1193,15788,2.035979108904507,0.25727257829765143,0.6634980605390493
GO:0089701,1,4,1193,15788,3.3084660519698237,0.26971154786741625,0.6634980605390493
GO:0015969,1,4,1193,15788,3.3084660519698237,0.26971154786741625,0.6634980605390493
GO:0031011,1,4,1193,15788,3.3084660519698237,0.26971154786741625,0.6634980605390493
GO:0000015,1,4,1193,15788,3.3084660519698237,0.26971154786741625,0.6634980605390493
GO:0006751,1,4,1193,15788,3.3084660519698237,0.26971154786741625,0.6634980605390493
GO:0035434,1,4,1193,15788,3.3084660519698237,0.26971154786741625,0.6634980605390493
GO:0008121,1,4,1193,15788,3.3084660519698237,0.26971154786741625,0.6634980605390493
GO:0006564,1,4,1193,15788,3.3084660519698237,0.26971154786741625,0.6634980605390493
GO:0004129,1,4,1193,15788,3.3084660519698237,0.26971154786741625,0.6634980605390493
GO:0070461,1,4,1193,15788,3.3084660519698237,0.26971154786741625,0.6634980605390493
GO:0009793,1,4,1193,15788,3.3084660519698237,0.26971154786741625,0.6634980605390493
GO:0004930,1,4,1193,15788,3.3084660519698237,0.26971154786741625,0.6634980605390493
GO:0008061,1,4,1193,15788,3.3084660519698237,0.26971154786741625,0.6634980605390493
GO:0001671,1,4,1193,15788,3.3084660519698237,0.26971154786741625,0.6634980605390493
GO:0008373,1,4,1193,15788,3.3084660519698237,0.26971154786741625,0.6634980605390493
GO:0000103,1,4,1193,15788,3.3084660519698237,0.26971154786741625,0.6634980605390493
GO:0005375,1,4,1193,15788,3.3084660519698237,0.26971154786741625,0.6634980605390493
GO:0000151,1,4,1193,15788,3.3084660519698237,0.26971154786741625,0.6634980605390493
GO:0009072,1,4,1193,15788,3.3084660519698237,0.26971154786741625,0.6634980605390493
GO:0000178,1,4,1193,15788,3.3084660519698237,0.26971154786741625,0.6634980605390493
GO:0006891,1,4,1193,15788,3.3084660519698237,0.26971154786741625,0.6634980605390493
GO:0004634,1,4,1193,15788,3.3084660519698237,0.26971154786741625,0.6634980605390493
GO:0009098,1,4,1193,15788,3.3084660519698237,0.26971154786741625,0.6634980605390493
GO:0030091,1,4,1193,15788,3.3084660519698237,0.26971154786741625,0.6634980605390493
GO:0003885,1,4,1193,15788,3.3084660519698237,0.26971154786741625,0.6634980605390493
GO:0043231,1,4,1193,15788,3.3084660519698237,0.26971154786741625,0.6634980605390493
GO:0006546,1,4,1193,15788,3.3084660519698237,0.26971154786741625,0.6634980605390493
GO:0004449,1,4,1193,15788,3.3084660519698237,0.26971154786741625,0.6634980605390493
GO:0003333,3,24,1193,15788,1.654233025984912,0.27079218643202047,0.6634980605390493
GO:0008152,56,682,1193,15788,1.086651606512083,0.27430283809023454,0.6634980605390493
GO:0004722,8,82,1193,15788,1.2911087032077362,0.2784721289760918,0.6634980605390493
GO:0009607,5,47,1193,15788,1.4078578944552442,0.2806326147526021,0.6634980605390493
GO:0006396,6,59,1193,15788,1.3458166991063691,0.28596653398306293,0.6634980605390493
GO:0015629,2,14,1193,15788,1.8905520296970424,0.28619729331981925,0.6634980605390493
GO:0009073,2,14,1193,15788,1.8905520296970424,0.28619729331981925,0.6634980605390493
GO:0004869,2,14,1193,15788,1.8905520296970424,0.28619729331981925,0.6634980605390493
