group,trait,n,rep,ST_r,MT_r,delta_r
protein_oxalate_full,Soluble_Oxalate,40,20,0.014325921279163947,0.014325921279164114,1.6653345369377348e-16
protein_oxalate_full,Soluble_Oxalate,40,21,-0.012254476817102289,-0.012254476817102372,-8.326672684688674e-17
protein_oxalate_full,Soluble_Oxalate,40,22,0.04921005953565749,0.04921005953565749,0.0
protein_oxalate_full,Soluble_Oxalate,40,23,0.018150773471645426,0.018150773471645176,-2.498001805406602e-16
protein_oxalate_full,Soluble_Oxalate,40,24,-0.0172298208084333,-0.017229820808433396,-9.71445146547012e-17
protein_oxalate_full,Soluble_Oxalate,40,25,0.057253607569070386,0.05725360756907036,-2.7755575615628914e-17
protein_oxalate_full,Soluble_Oxalate,40,26,0.07247570701886041,0.07247570701886039,-2.7755575615628914e-17
protein_oxalate_full,Soluble_Oxalate,40,27,0.11215511904366046,0.11215511904366049,2.7755575615628914e-17
protein_oxalate_full,Soluble_Oxalate,40,28,-0.09571848301366404,-0.09571848301366412,-8.326672684688674e-17
protein_oxalate_full,Soluble_Oxalate,40,29,-0.06749050537950857,-0.06749050537950854,2.7755575615628914e-17
protein_oxalate_full,Soluble_Oxalate,40,30,0.15117064619187837,0.1511706461918783,-5.551115123125783e-17
protein_oxalate_full,Soluble_Oxalate,40,31,0.05116595379044554,0.05116595379044547,-6.938893903907228e-17
protein_oxalate_full,Soluble_Oxalate,40,32,0.0813887884043384,0.08138878840433841,1.3877787807814457e-17
protein_oxalate_full,Soluble_Oxalate,40,33,-0.07629046185813268,-0.07629046185813265,2.7755575615628914e-17
protein_oxalate_full,Soluble_Oxalate,40,34,0.09108940076200356,0.09108940076200356,0.0
protein_oxalate_full,Soluble_Oxalate,40,35,-0.0851247469072808,-0.08512474690728082,-2.7755575615628914e-17
protein_oxalate_full,Soluble_Oxalate,40,36,-0.058594509603586496,-0.05859450960358639,1.0408340855860843e-16
protein_oxalate_full,Soluble_Oxalate,40,37,-0.04672105127456622,-0.04672105127456626,-4.163336342344337e-17
protein_oxalate_full,Soluble_Oxalate,40,38,0.07267482887114722,0.07267482887114717,-5.551115123125783e-17
protein_oxalate_full,Soluble_Oxalate,40,39,0.23852668435431168,0.23852668435431162,-5.551115123125783e-17
protein_oxalate_full,Soluble_Oxalate,40,40,-0.022602399369521874,-0.02260239936952184,3.469446951953614e-17
protein_oxalate_full,Soluble_Oxalate,40,41,-0.12120492289726648,-0.12120492289726655,-6.938893903907228e-17
protein_oxalate_full,Soluble_Oxalate,40,42,0.01808598171532147,0.018085981715321497,2.7755575615628914e-17
protein_oxalate_full,Soluble_Oxalate,40,43,0.018960975983280226,0.01896097598328028,5.551115123125783e-17
protein_oxalate_full,Soluble_Oxalate,40,44,-0.12177385522294609,-0.12177385522294609,0.0
protein_oxalate_full,Soluble_Oxalate,40,45,0.15058979140716056,0.15058979140716047,-8.326672684688674e-17
protein_oxalate_full,Soluble_Oxalate,40,46,0.1438109409341416,0.14381094093414154,-5.551115123125783e-17
protein_oxalate_full,Soluble_Oxalate,40,47,0.021738252404907357,0.02173825240490722,-1.3877787807814457e-16
protein_oxalate_full,Soluble_Oxalate,40,48,0.1330074734410679,0.1330074734410678,-8.326672684688674e-17
protein_oxalate_full,Soluble_Oxalate,40,49,-0.12898323419861352,-0.12898323419861352,0.0
protein_oxalate_full,Insoluble_Oxalate,40,0,0.20754904496995175,0.2075490449699518,5.551115123125783e-17
protein_oxalate_full,Insoluble_Oxalate,40,1,0.2530689018393884,0.2530689018393884,0.0
protein_oxalate_full,Insoluble_Oxalate,40,2,0.219859834080887,0.21985983408088688,-1.1102230246251565e-16
protein_oxalate_full,Insoluble_Oxalate,40,3,0.23562105282143303,0.23562105282143297,-5.551115123125783e-17
protein_oxalate_full,Insoluble_Oxalate,40,4,0.19661285974432846,0.1966128597443284,-5.551115123125783e-17
protein_oxalate_full,Insoluble_Oxalate,40,5,0.29255730319033524,0.2925573031903352,-5.551115123125783e-17
protein_oxalate_full,Insoluble_Oxalate,40,6,0.20521122808305933,0.20521122808305933,0.0
protein_oxalate_full,Insoluble_Oxalate,40,7,0.2379691377332074,0.23796913773320733,-8.326672684688674e-17
protein_oxalate_full,Insoluble_Oxalate,40,8,0.2555191181048735,0.2555191181048734,-1.1102230246251565e-16
protein_oxalate_full,Insoluble_Oxalate,40,9,0.2928777620118543,0.2928777620118541,-1.6653345369377348e-16
protein_oxalate_full,Insoluble_Oxalate,40,10,0.297689023482932,0.2976890234829321,5.551115123125783e-17
protein_oxalate_full,Insoluble_Oxalate,40,11,0.298446747265976,0.29844674726597603,5.551115123125783e-17
protein_oxalate_full,Insoluble_Oxalate,40,12,0.2215505580221326,0.22155055802213264,2.7755575615628914e-17
protein_oxalate_full,Insoluble_Oxalate,40,13,0.28185529343026744,0.2818552934302675,5.551115123125783e-17
protein_oxalate_full,Insoluble_Oxalate,40,14,0.18648978532542101,0.18648978532542104,2.7755575615628914e-17
protein_oxalate_full,Insoluble_Oxalate,40,15,0.3684411794505481,0.36844117945054794,-1.6653345369377348e-16
protein_oxalate_full,Insoluble_Oxalate,40,16,0.25658099214461066,0.2565809921446106,-5.551115123125783e-17
protein_oxalate_full,Insoluble_Oxalate,40,17,0.25037160930154606,0.25037160930154606,0.0
protein_oxalate_full,Insoluble_Oxalate,40,18,0.12526016977971086,0.12526016977971086,0.0
protein_oxalate_full,Insoluble_Oxalate,40,19,0.2515919589950082,0.2515919589950081,-1.1102230246251565e-16
protein_oxalate_full,Insoluble_Oxalate,40,20,0.21008511685199915,0.21008511685199904,-1.1102230246251565e-16
protein_oxalate_full,Insoluble_Oxalate,40,21,0.15083793640133514,0.15083793640133517,2.7755575615628914e-17
protein_oxalate_full,Insoluble_Oxalate,40,22,0.35759226269869515,0.35759226269869515,0.0
protein_oxalate_full,Insoluble_Oxalate,40,23,0.2957649397918914,0.29576493979189156,1.6653345369377348e-16
protein_oxalate_full,Insoluble_Oxalate,40,24,0.09297261375543944,0.09297261375543936,-8.326672684688674e-17
protein_oxalate_full,Insoluble_Oxalate,40,25,0.163795562615907,0.16379556261590697,-2.7755575615628914e-17
protein_oxalate_full,Insoluble_Oxalate,40,26,0.35239650332851713,0.35239650332851713,0.0
protein_oxalate_full,Insoluble_Oxalate,40,27,0.1844273673675877,0.1844273673675877,0.0
protein_oxalate_full,Insoluble_Oxalate,40,28,0.35388364991596427,0.35388364991596416,-1.1102230246251565e-16
protein_oxalate_full,Insoluble_Oxalate,40,29,0.22486820948330008,0.2248682094833001,2.7755575615628914e-17
protein_oxalate_full,Insoluble_Oxalate,40,30,0.1531934585361288,0.15319345853612887,5.551115123125783e-17
protein_oxalate_full,Insoluble_Oxalate,40,31,0.321865718336856,0.321865718336856,0.0
protein_oxalate_full,Insoluble_Oxalate,40,32,0.3014616534656546,0.3014616534656547,5.551115123125783e-17
protein_oxalate_full,Insoluble_Oxalate,40,33,0.2419535391871368,0.24195353918713675,-5.551115123125783e-17
protein_oxalate_full,Insoluble_Oxalate,40,34,0.17937188194806974,0.17937188194806966,-8.326672684688674e-17
protein_oxalate_full,Insoluble_Oxalate,40,35,0.1774365910163313,0.1774365910163314,1.1102230246251565e-16
protein_oxalate_full,Insoluble_Oxalate,40,36,0.24471753061291254,0.2447175306129125,-5.551115123125783e-17
protein_oxalate_full,Insoluble_Oxalate,40,37,0.2843860567078459,0.28438605670784595,5.551115123125783e-17
protein_oxalate_full,Insoluble_Oxalate,40,38,0.21274323794555228,0.21274323794555222,-5.551115123125783e-17
protein_oxalate_full,Insoluble_Oxalate,40,39,0.24203086004811308,0.24203086004811303,-5.551115123125783e-17
protein_oxalate_full,Insoluble_Oxalate,40,40,0.1623808864067354,0.16238088640673545,5.551115123125783e-17
protein_oxalate_full,Insoluble_Oxalate,40,41,0.28050787061332794,0.2805078706133278,-1.1102230246251565e-16
protein_oxalate_full,Insoluble_Oxalate,40,42,0.2116303792583812,0.21163037925838124,2.7755575615628914e-17
protein_oxalate_full,Insoluble_Oxalate,40,43,0.2380990499727082,0.2380990499727082,0.0
protein_oxalate_full,Insoluble_Oxalate,40,44,0.18311332797624397,0.183113327976244,2.7755575615628914e-17
protein_oxalate_full,Insoluble_Oxalate,40,45,0.2335836497327307,0.23358364973273069,-2.7755575615628914e-17
protein_oxalate_full,Insoluble_Oxalate,40,46,0.28458530936974813,0.28458530936974813,0.0
protein_oxalate_full,Insoluble_Oxalate,40,47,0.19822161643262465,0.19822161643262473,8.326672684688674e-17
protein_oxalate_full,Insoluble_Oxalate,40,48,0.156232917318828,0.15623291731882796,-2.7755575615628914e-17
protein_oxalate_full,Insoluble_Oxalate,40,49,0.16085656897442002,0.16085656897441997,-5.551115123125783e-17
