scenario,lambda,sample,contribution
balanced,2.06913808111479,TSs131,0.0
balanced,2.06913808111479,TSs132,0.0
balanced,2.06913808111479,TSs133,0.0
balanced,2.06913808111479,TSs136,9.845834008909173e-16
balanced,2.06913808111479,TSs138B,4.3713785517025904e-16
balanced,2.06913808111479,TSs15,9.165039870454371e-17
balanced,2.06913808111479,TSs151B,2.0252354704731227e-15
balanced,2.06913808111479,TSs155,2.0597228027592311e-16
balanced,2.06913808111479,TSs156A,2.642643039992485e-15
balanced,2.06913808111479,TSs157A,0.17426271854981304
balanced,2.06913808111479,TSs158,0.0
balanced,2.06913808111479,TSs161,3.6251273925132653e-16
balanced,2.06913808111479,TSs166,6.396795633180613e-16
balanced,2.06913808111479,TSs168,0.0
balanced,2.06913808111479,TSs195,4.792925649569449e-16
balanced,2.06913808111479,TSs1A,3.6354972568882866e-17
balanced,2.06913808111479,TSs2,0.0
balanced,2.06913808111479,TSs201,4.446323979607411e-16
balanced,2.06913808111479,TSs209,1.0811812547692844e-16
balanced,2.06913808111479,TSs217,0.0
balanced,2.06913808111479,TSs224,2.377856282560904e-16
balanced,2.06913808111479,TSs22A,0.11757158821415453
balanced,2.06913808111479,TSs22B,5.2465728761718274e-17
balanced,2.06913808111479,TSs23,1.9183293644624102e-16
balanced,2.06913808111479,TSs24,7.145733343660746e-16
balanced,2.06913808111479,TSs266,0.0
balanced,2.06913808111479,TSs269,6.750829220138984e-16
balanced,2.06913808111479,TSs27,0.0
balanced,2.06913808111479,TSs274,0.0
balanced,2.06913808111479,TSs277,4.955781019845834e-17
balanced,2.06913808111479,TSs282,0.10219080573515818
balanced,2.06913808111479,TSs287,0.0
balanced,2.06913808111479,TSs291,0.0
balanced,2.06913808111479,TSs293,0.0
balanced,2.06913808111479,TSs294,4.172154689869129e-16
balanced,2.06913808111479,TSs296,0.0
balanced,2.06913808111479,TSs297,0.03631629754083983
balanced,2.06913808111479,TSs3,0.0
balanced,2.06913808111479,TSs30,2.0040786835513397e-16
balanced,2.06913808111479,TSs303,1.5641209091250705e-15
balanced,2.06913808111479,TSs311,2.562576592747395e-16
balanced,2.06913808111479,TSs314A,0.0
balanced,2.06913808111479,TSs314B,7.560359290139859e-17
balanced,2.06913808111479,TSs317,0.0
balanced,2.06913808111479,TSs325,0.046338069051843594
balanced,2.06913808111479,TSs33,0.0
balanced,2.06913808111479,TSs331,0.0
balanced,2.06913808111479,TSs333,0.021770297591698008
balanced,2.06913808111479,TSs334,0.1283377568351791
balanced,2.06913808111479,TSs336,6.470223779079482e-16
balanced,2.06913808111479,TSs338,0.0
balanced,2.06913808111479,TSs357,1.0171741622404557e-16
balanced,2.06913808111479,TSs358,3.385610926752049e-16
balanced,2.06913808111479,TSs361,2.145387949046653e-16
balanced,2.06913808111479,TSs363,1.3382471251392684e-15
balanced,2.06913808111479,TSs365,0.0
balanced,2.06913808111479,TSs368,0.0
balanced,2.06913808111479,TSs371,5.221099006614436e-16
balanced,2.06913808111479,TSs378,5.418371773232372e-16
balanced,2.06913808111479,TSs38,0.10425166167912467
balanced,2.06913808111479,TSs383,3.0105105603384377e-16
balanced,2.06913808111479,TSs3A,2.940043136573948e-17
balanced,2.06913808111479,TSs4,0.0
balanced,2.06913808111479,TSs417,0.0
balanced,2.06913808111479,TSs44C,1.346599323695888e-16
balanced,2.06913808111479,TSs48,0.0
balanced,2.06913808111479,TSs49,0.10095868900389099
balanced,2.06913808111479,TSs49A,0.0
balanced,2.06913808111479,TSs51,0.0
balanced,2.06913808111479,TSs53,0.0
balanced,2.06913808111479,TSs56,2.521792880150331e-16
balanced,2.06913808111479,TSs56A,0.0
balanced,2.06913808111479,TSs58,0.0
balanced,2.06913808111479,TSs59B,0.0
balanced,2.06913808111479,TSs5A,0.0
balanced,2.06913808111479,TSs60,6.68502941129134e-16
balanced,2.06913808111479,TSs60B,0.0
balanced,2.06913808111479,TSs61,0.0
balanced,2.06913808111479,TSs63A,0.0
balanced,2.06913808111479,TSs68,0.10153584018172811
balanced,2.06913808111479,TSs7,0.0
balanced,2.06913808111479,TSs78,5.826046570495281e-17
balanced,2.06913808111479,TSs82,0.0
balanced,2.06913808111479,TSs9,0.0
balanced,2.06913808111479,TSs95,0.0
balanced,2.06913808111479,TSs96,0.0
balanced,2.06913808111479,TSs98,0.0
balanced,3.359818286283781,TSs10,0.0727968749152833
balanced,3.359818286283781,TSs104,1.862152585646553e-16
balanced,3.359818286283781,TSs10A,0.006026057049292353
balanced,3.359818286283781,TSs11,3.9099515519736953e-16
balanced,3.359818286283781,TSs111,1.2819908666783473e-15
balanced,3.359818286283781,TSs116,6.896965201395572e-17
balanced,3.359818286283781,TSs119A,0.02928580435533761
balanced,3.359818286283781,TSs120,1.0994976793720366e-16
balanced,3.359818286283781,TSs131,3.219130132883912e-17
balanced,3.359818286283781,TSs132,7.203747179574064e-17
balanced,3.359818286283781,TSs133,1.9812766766780344e-16
balanced,3.359818286283781,TSs136,2.725346897730401e-16
balanced,3.359818286283781,TSs138B,2.979313985736713e-16
balanced,3.359818286283781,TSs15,6.821730238379578e-17
balanced,3.359818286283781,TSs151B,2.6936421143445825e-15
balanced,3.359818286283781,TSs155,5.185645633903162e-16
balanced,3.359818286283781,TSs156A,9.098667233149733e-16
balanced,3.359818286283781,TSs157A,0.12668876082020913
balanced,3.359818286283781,TSs158,1.6080023227690615e-17
balanced,3.359818286283781,TSs161,2.647550840613806e-16
balanced,3.359818286283781,TSs166,1.6694283480168014e-16
balanced,3.359818286283781,TSs168,3.4644024518356573e-16
balanced,3.359818286283781,TSs195,2.1499108293162743e-16
balanced,3.359818286283781,TSs1A,2.6405386328048795e-16
balanced,3.359818286283781,TSs2,3.5281377801019204e-17
balanced,3.359818286283781,TSs201,3.5414735332511565e-16
balanced,3.359818286283781,TSs209,2.5799036620144857e-17
balanced,3.359818286283781,TSs217,2.9773078958595e-16
balanced,3.359818286283781,TSs224,1.9865145904588756e-17
balanced,3.359818286283781,TSs22A,0.09334859858183428
balanced,3.359818286283781,TSs22B,3.1219437895794477e-16
balanced,3.359818286283781,TSs23,1.0207241290831837e-16
balanced,3.359818286283781,TSs24,9.195882887440425e-16
balanced,3.359818286283781,TSs266,1.6266689190033816e-17
balanced,3.359818286283781,TSs269,2.209235565843115e-16
balanced,3.359818286283781,TSs27,1.3489918712838775e-16
balanced,3.359818286283781,TSs274,2.955205203935215e-17
balanced,3.359818286283781,TSs277,2.758157931300345e-16
balanced,3.359818286283781,TSs282,0.08378822675415978
balanced,3.359818286283781,TSs287,5.551030109041801e-17
balanced,3.359818286283781,TSs291,1.8845528174550286e-16
balanced,3.359818286283781,TSs293,8.962518751821658e-17
balanced,3.359818286283781,TSs294,2.0320603685070008e-16
balanced,3.359818286283781,TSs296,3.106004733855355e-17
balanced,3.359818286283781,TSs297,0.033407187955804024
balanced,3.359818286283781,TSs3,2.5207863601473263e-16
balanced,3.359818286283781,TSs30,1.6506257397128684e-17
balanced,3.359818286283781,TSs303,5.528851546446386e-16
balanced,3.359818286283781,TSs311,2.4997579496667865e-16
balanced,3.359818286283781,TSs314A,1.750661973388463e-17
balanced,3.359818286283781,TSs314B,1.8196389557957588e-16
balanced,3.359818286283781,TSs317,5.0155328165503547e-17
balanced,3.359818286283781,TSs325,0.061824373945085616
balanced,3.359818286283781,TSs33,1.3126989407405862e-16
balanced,3.359818286283781,TSs331,0.020713269314610108
balanced,3.359818286283781,TSs333,0.03800031218538087
balanced,3.359818286283781,TSs334,0.1038913738614246
balanced,3.359818286283781,TSs336,2.776029712862284e-16
balanced,3.359818286283781,TSs338,3.313887728938703e-18
balanced,3.359818286283781,TSs357,9.921187803279536e-18
balanced,3.359818286283781,TSs358,1.1486253211976485e-16
balanced,3.359818286283781,TSs361,1.1335334336176442e-16
balanced,3.359818286283781,TSs363,3.269051625969417e-16
balanced,3.359818286283781,TSs365,1.6940903658484956e-16
balanced,3.359818286283781,TSs368,3.061853619110805e-17
balanced,3.359818286283781,TSs371,5.24256816302758e-17
balanced,3.359818286283781,TSs378,2.650877377041661e-16
balanced,3.359818286283781,TSs38,0.0769756530037849
balanced,3.359818286283781,TSs383,1.78527800695083e-16
balanced,3.359818286283781,TSs3A,4.498690050898992e-16
balanced,3.359818286283781,TSs4,2.0879714074479332e-16
balanced,3.359818286283781,TSs417,1.2263536722040835e-16
balanced,3.359818286283781,TSs44C,8.19690925782213e-17
balanced,3.359818286283781,TSs48,7.294255791930389e-17
balanced,3.359818286283781,TSs49,0.07832368687695908
balanced,3.359818286283781,TSs49A,0.021010900794275384
balanced,3.359818286283781,TSs51,1.0474098812034464e-16
balanced,3.359818286283781,TSs53,8.090308486263171e-17
balanced,3.359818286283781,TSs56,1.7322729562675162e-16
balanced,3.359818286283781,TSs56A,0.0314482191611118
balanced,3.359818286283781,TSs58,1.5619159964636747e-16
balanced,3.359818286283781,TSs59B,0.003209129508958986
balanced,3.359818286283781,TSs5A,8.717694068409308e-17
balanced,3.359818286283781,TSs60,3.5311737076327853e-16
balanced,3.359818286283781,TSs60B,8.617867479324893e-17
balanced,3.359818286283781,TSs61,2.6626815368502047e-16
balanced,3.359818286283781,TSs63A,9.703328960357269e-17
balanced,3.359818286283781,TSs68,0.09351653581293302
balanced,3.359818286283781,TSs7,0.0061649497015488905
balanced,3.359818286283781,TSs78,2.9061674169641276e-16
balanced,3.359818286283781,TSs82,0.019580085401988332
balanced,3.359818286283781,TSs9,2.405751155843399e-17
balanced,3.359818286283781,TSs95,7.349360768806426e-17
balanced,3.359818286283781,TSs96,1.3724626768861427e-16
balanced,3.359818286283781,TSs98,2.2866739275754973e-16
balanced,5.455594781168514,TSs10,0.06546466047818303
balanced,5.455594781168514,TSs104,8.036451612461517e-17
balanced,5.455594781168514,TSs10A,0.013435956646588367
balanced,5.455594781168514,TSs11,3.053316279299975e-17
balanced,5.455594781168514,TSs111,1.3127328288454614e-16
balanced,5.455594781168514,TSs116,2.541854906478783e-16
balanced,5.455594781168514,TSs119A,0.05030739387360041
balanced,5.455594781168514,TSs120,1.4984750986322327e-16
balanced,5.455594781168514,TSs131,2.847896444893511e-16
balanced,5.455594781168514,TSs132,7.22225013766593e-17
balanced,5.455594781168514,TSs133,6.277994667640676e-17
balanced,5.455594781168514,TSs136,1.7222877227814676e-16
balanced,5.455594781168514,TSs138B,5.04624949378442e-17
balanced,5.455594781168514,TSs15,1.3620960724528605e-16
balanced,5.455594781168514,TSs151B,3.662152013959338e-16
balanced,5.455594781168514,TSs155,7.4655797985642e-17
balanced,5.455594781168514,TSs156A,3.093506798395431e-16
balanced,5.455594781168514,TSs157A,0.09449674809208079
balanced,5.455594781168514,TSs158,7.693765208233507e-17
balanced,5.455594781168514,TSs161,1.9115155098726704e-16
balanced,5.455594781168514,TSs166,1.7866842931678405e-16
balanced,5.455594781168514,TSs168,4.4960227850417336e-17
balanced,5.455594781168514,TSs195,1.1320759992008758e-16
balanced,5.455594781168514,TSs1A,2.062736795322924e-17
balanced,5.455594781168514,TSs2,7.90569199238161e-17
balanced,5.455594781168514,TSs201,7.478449768992334e-17
balanced,5.455594781168514,TSs209,3.461449776524157e-16
balanced,5.455594781168514,TSs217,3.8837003122486785e-17
balanced,5.455594781168514,TSs224,1.420933912723921e-16
balanced,5.455594781168514,TSs22A,0.07461951397760845
balanced,5.455594781168514,TSs22B,1.2064880657071445e-16
balanced,5.455594781168514,TSs23,2.329819136643705e-17
balanced,5.455594781168514,TSs24,1.5086375372505742e-16
balanced,5.455594781168514,TSs266,2.938658854223094e-17
balanced,5.455594781168514,TSs269,6.433072527035188e-17
balanced,5.455594781168514,TSs27,8.511673880391759e-17
balanced,5.455594781168514,TSs274,1.0415862426130174e-16
balanced,5.455594781168514,TSs277,7.431856341377977e-17
balanced,5.455594781168514,TSs282,0.06371096786399788
balanced,5.455594781168514,TSs287,1.6492917632033755e-16
balanced,5.455594781168514,TSs291,4.724666513729066e-17
balanced,5.455594781168514,TSs293,5.2476266077480075e-17
balanced,5.455594781168514,TSs294,8.922997154674692e-17
balanced,5.455594781168514,TSs296,1.1803564030591468e-16
balanced,5.455594781168514,TSs297,0.027493663507220826
balanced,5.455594781168514,TSs3,1.6274675074563675e-17
balanced,5.455594781168514,TSs30,4.351843378625878e-17
balanced,5.455594781168514,TSs303,1.4451806262859545e-16
balanced,5.455594781168514,TSs311,4.226749500318757e-17
balanced,5.455594781168514,TSs314A,7.568178086871562e-17
balanced,5.455594781168514,TSs314B,4.036882630084803e-17
balanced,5.455594781168514,TSs317,2.2457163828793337e-16
balanced,5.455594781168514,TSs325,0.06114617445591567
balanced,5.455594781168514,TSs33,1.1816287646935826e-16
balanced,5.455594781168514,TSs331,0.034661549529047146
balanced,5.455594781168514,TSs333,0.038041734671542954
balanced,5.455594781168514,TSs334,0.08179276586026588
balanced,5.455594781168514,TSs336,1.3394675633861918e-16
balanced,5.455594781168514,TSs338,3.792250818866523e-17
balanced,5.455594781168514,TSs357,0.0044394033490678915
balanced,5.455594781168514,TSs358,9.222425764358248e-16
balanced,5.455594781168514,TSs361,0.004426139357514555
balanced,5.455594781168514,TSs363,4.79678140529273e-17
balanced,5.455594781168514,TSs365,0.008049999623053302
balanced,5.455594781168514,TSs368,0.009727736629456496
balanced,5.455594781168514,TSs371,9.947017412681386e-17
balanced,5.455594781168514,TSs378,8.603769639706429e-17
balanced,5.455594781168514,TSs38,0.058197042751178756
balanced,5.455594781168514,TSs383,7.057541993995944e-17
balanced,5.455594781168514,TSs3A,5.895803483394176e-17
balanced,5.455594781168514,TSs4,2.1596044479539693e-16
balanced,5.455594781168514,TSs417,5.5072792101940125e-17
balanced,5.455594781168514,TSs44C,1.5764604542116016e-17
balanced,5.455594781168514,TSs48,2.473121676601888e-16
balanced,5.455594781168514,TSs49,0.05833208445076988
balanced,5.455594781168514,TSs49A,0.03536879194127501
balanced,5.455594781168514,TSs51,9.457187201558257e-17
balanced,5.455594781168514,TSs53,1.5771239935153387e-16
balanced,5.455594781168514,TSs56,3.21241852275924e-17
balanced,5.455594781168514,TSs56A,0.04001492769971134
balanced,5.455594781168514,TSs58,0.0055718499954375555
balanced,5.455594781168514,TSs59B,0.01820244620637058
balanced,5.455594781168514,TSs5A,1.869591728198108e-16
balanced,5.455594781168514,TSs60,2.150761322407622e-17
balanced,5.455594781168514,TSs60B,2.0059141412034723e-16
balanced,5.455594781168514,TSs61,2.866982368114966e-17
balanced,5.455594781168514,TSs63A,1.326368315434271e-16
balanced,5.455594781168514,TSs68,0.07482183399563842
balanced,5.455594781168514,TSs7,0.03247196904726572
balanced,5.455594781168514,TSs78,2.7409797700292016e-17
balanced,5.455594781168514,TSs82,0.0342705807303454
balanced,5.455594781168514,TSs9,1.63871275466978e-16
balanced,5.455594781168514,TSs95,6.136715627574431e-17
balanced,5.455594781168514,TSs96,0.010934065266855354
balanced,5.455594781168514,TSs98,4.711314613081292e-17
balanced,8.858667904100823,TSs10,0.05169004606236208
balanced,8.858667904100823,TSs104,1.0001279711772205e-16
balanced,8.858667904100823,TSs10A,0.017125151571819895
balanced,8.858667904100823,TSs11,4.4303598810338565e-17
balanced,8.858667904100823,TSs111,1.186632036946532e-16
balanced,8.858667904100823,TSs116,1.6651404595632607e-16
balanced,8.858667904100823,TSs119A,0.046332857466219866
balanced,8.858667904100823,TSs120,0.00475958757400106
balanced,8.858667904100823,TSs131,0.008023365570886221
balanced,8.858667904100823,TSs132,4.559762835015289e-17
balanced,8.858667904100823,TSs133,7.339252039050871e-17
balanced,8.858667904100823,TSs136,1.1552626729357158e-16
balanced,8.858667904100823,TSs138B,9.924418746321338e-17
balanced,8.858667904100823,TSs15,1.1270311246431397e-16
balanced,8.858667904100823,TSs151B,2.9793918429588437e-16
balanced,8.858667904100823,TSs155,1.450791496469941e-16
balanced,8.858667904100823,TSs156A,1.902749657754372e-16
balanced,8.858667904100823,TSs157A,0.06794631946724929
balanced,8.858667904100823,TSs158,1.233642981134958e-16
balanced,8.858667904100823,TSs161,2.665086137404442e-18
balanced,8.858667904100823,TSs166,7.097417777867103e-17
balanced,8.858667904100823,TSs168,8.190881733682387e-18
balanced,8.858667904100823,TSs195,3.8911490033267685e-17
balanced,8.858667904100823,TSs1A,3.934895212308992e-17
balanced,8.858667904100823,TSs2,4.0648633854956216e-17
balanced,8.858667904100823,TSs201,0.0025530849049275215
balanced,8.858667904100823,TSs209,0.0008685651622671068
balanced,8.858667904100823,TSs217,2.1672068705615816e-17
balanced,8.858667904100823,TSs224,4.6288529095854403e-17
balanced,8.858667904100823,TSs22A,0.06049411542899101
balanced,8.858667904100823,TSs22B,2.6659406871037854e-17
balanced,8.858667904100823,TSs23,1.5938548318336252e-17
balanced,8.858667904100823,TSs24,3.469988343733061e-16
balanced,8.858667904100823,TSs266,3.0742942097250906e-17
balanced,8.858667904100823,TSs269,9.624961383760232e-17
balanced,8.858667904100823,TSs27,2.9815438696355744e-17
balanced,8.858667904100823,TSs274,7.572481464812103e-17
balanced,8.858667904100823,TSs277,1.2626595721472107e-16
balanced,8.858667904100823,TSs282,0.04664900924276356
balanced,8.858667904100823,TSs287,0.009618935320472699
balanced,8.858667904100823,TSs291,5.028327696297502e-17
balanced,8.858667904100823,TSs293,4.464690055013352e-17
balanced,8.858667904100823,TSs294,3.5303284986389754e-17
balanced,8.858667904100823,TSs296,3.534905607654454e-17
balanced,8.858667904100823,TSs297,0.02263941331084361
balanced,8.858667904100823,TSs3,5.118745049676054e-17
balanced,8.858667904100823,TSs30,5.2039371987737215e-17
balanced,8.858667904100823,TSs303,3.446425149929074e-17
balanced,8.858667904100823,TSs311,2.245716083340045e-17
balanced,8.858667904100823,TSs314A,2.02723676348588e-17
balanced,8.858667904100823,TSs314B,4.216795613385525e-17
balanced,8.858667904100823,TSs317,0.008723011355666997
balanced,8.858667904100823,TSs325,0.05208516664047812
balanced,8.858667904100823,TSs33,0.004572427252043322
balanced,8.858667904100823,TSs331,0.03550120920394274
balanced,8.858667904100823,TSs333,0.033330773467885016
balanced,8.858667904100823,TSs334,0.061894806241874704
balanced,8.858667904100823,TSs336,5.294417771559353e-17
balanced,8.858667904100823,TSs338,2.350861299981305e-16
balanced,8.858667904100823,TSs357,0.02094675758267669
balanced,8.858667904100823,TSs358,5.89000983426794e-16
balanced,8.858667904100823,TSs361,0.019385724339707106
balanced,8.858667904100823,TSs363,1.0147623005874561e-16
balanced,8.858667904100823,TSs365,0.017312099637361557
balanced,8.858667904100823,TSs368,0.019046432021937384
balanced,8.858667904100823,TSs371,2.4764265502942258e-17
balanced,8.858667904100823,TSs378,9.536207048807415e-17
balanced,8.858667904100823,TSs38,0.043851757979679176
balanced,8.858667904100823,TSs383,1.727900747338003e-17
balanced,8.858667904100823,TSs3A,9.493798994293115e-17
balanced,8.858667904100823,TSs4,0.0031104877544679372
balanced,8.858667904100823,TSs417,6.167799950080362e-17
balanced,8.858667904100823,TSs44C,2.807325766985727e-17
balanced,8.858667904100823,TSs48,0.0038558755772973977
balanced,8.858667904100823,TSs49,0.044802601341318124
balanced,8.858667904100823,TSs49A,0.036610397325246645
balanced,8.858667904100823,TSs51,0.005091603477652547
balanced,8.858667904100823,TSs53,0.005486578800158146
balanced,8.858667904100823,TSs56,7.795099356036359e-17
balanced,8.858667904100823,TSs56A,0.03624458955430542
balanced,8.858667904100823,TSs58,0.017154617681712753
balanced,8.858667904100823,TSs59B,0.023299354104808507
balanced,8.858667904100823,TSs5A,0.00822300841711496
balanced,8.858667904100823,TSs60,1.5902815503253514e-16
balanced,8.858667904100823,TSs60B,0.0019280935751295417
balanced,8.858667904100823,TSs61,7.395611432467617e-17
balanced,8.858667904100823,TSs63A,0.007486184491962031
balanced,8.858667904100823,TSs68,0.0570741248134708
balanced,8.858667904100823,TSs7,0.03735085804807587
balanced,8.858667904100823,TSs78,3.059496142474901e-17
balanced,8.858667904100823,TSs82,0.03636700431895678
balanced,8.858667904100823,TSs9,2.8517114616130646e-17
balanced,8.858667904100823,TSs95,1.639081376966366e-17
balanced,8.858667904100823,TSs96,0.020564003912260938
balanced,8.858667904100823,TSs98,1.1915429326181731e-16
balanced,14.38449888287663,TSs10,0.03922584632590633
balanced,14.38449888287663,TSs104,9.117747888462525e-17
balanced,14.38449888287663,TSs10A,0.016753703102503896
balanced,14.38449888287663,TSs11,1.5630227163701918e-17
balanced,14.38449888287663,TSs111,3.236662463179404e-16
balanced,14.38449888287663,TSs116,0.005554276465114963
balanced,14.38449888287663,TSs119A,0.03791463693599031
balanced,14.38449888287663,TSs120,0.012887365707040438
balanced,14.38449888287663,TSs131,0.015969022969837716
balanced,14.38449888287663,TSs132,2.0335238571689137e-17
balanced,14.38449888287663,TSs133,0.005683580876189098
balanced,14.38449888287663,TSs136,7.990298197492836e-17
balanced,14.38449888287663,TSs138B,0.0001643710092280203
balanced,14.38449888287663,TSs15,0.0
balanced,14.38449888287663,TSs151B,1.2300840363099277e-15
balanced,14.38449888287663,TSs155,2.642603988276259e-16
balanced,14.38449888287663,TSs156A,5.949651932836384e-16
balanced,14.38449888287663,TSs157A,0.0488844853781168
balanced,14.38449888287663,TSs158,0.0022687014125701913
balanced,14.38449888287663,TSs161,9.54482128552004e-17
balanced,14.38449888287663,TSs166,0.0010354065232167163
balanced,14.38449888287663,TSs168,9.731103315116168e-17
balanced,14.38449888287663,TSs195,4.9359003249452105e-17
balanced,14.38449888287663,TSs1A,8.166645450064984e-17
balanced,14.38449888287663,TSs2,5.006593012689439e-17
balanced,14.38449888287663,TSs201,0.014238117413681941
balanced,14.38449888287663,TSs209,0.007248457086421391
balanced,14.38449888287663,TSs217,5.4347081947848217e-17
balanced,14.38449888287663,TSs224,0.00033608321082346994
balanced,14.38449888287663,TSs22A,0.047112038779845794
balanced,14.38449888287663,TSs22B,0.004053200369316955
balanced,14.38449888287663,TSs23,7.692812519482593e-17
balanced,14.38449888287663,TSs24,3.2984447212623867e-16
balanced,14.38449888287663,TSs266,5.795161024044878e-17
balanced,14.38449888287663,TSs269,4.95353928019015e-17
balanced,14.38449888287663,TSs27,9.653414458247456e-18
balanced,14.38449888287663,TSs274,0.01197839769782071
balanced,14.38449888287663,TSs277,3.475224437177028e-17
balanced,14.38449888287663,TSs282,0.03575999063947179
balanced,14.38449888287663,TSs287,0.013391312114687448
balanced,14.38449888287663,TSs291,0.008073681647793691
balanced,14.38449888287663,TSs293,3.6194437501709195e-17
balanced,14.38449888287663,TSs294,4.323743405628886e-17
balanced,14.38449888287663,TSs296,0.0033915111212678615
balanced,14.38449888287663,TSs297,0.018332467653390954
balanced,14.38449888287663,TSs3,6.26011593254082e-17
balanced,14.38449888287663,TSs30,5.610912770604354e-17
balanced,14.38449888287663,TSs303,2.1374850065244604e-16
balanced,14.38449888287663,TSs311,0.0
balanced,14.38449888287663,TSs314A,0.005533925557830388
balanced,14.38449888287663,TSs314B,5.25784596004388e-18
balanced,14.38449888287663,TSs317,0.016823877710292517
balanced,14.38449888287663,TSs325,0.038968991330251654
balanced,14.38449888287663,TSs33,0.013979876209048909
balanced,14.38449888287663,TSs331,0.028192913455316507
balanced,14.38449888287663,TSs333,0.026212911992843903
balanced,14.38449888287663,TSs334,0.043371377892632484
balanced,14.38449888287663,TSs336,6.412104565025699e-17
balanced,14.38449888287663,TSs338,3.6223644315343174e-17
balanced,14.38449888287663,TSs357,0.024265893557710822
balanced,14.38449888287663,TSs358,0.005812019295153124
balanced,14.38449888287663,TSs361,0.022431674086820026
balanced,14.38449888287663,TSs363,4.0782948836876647e-17
balanced,14.38449888287663,TSs365,0.019895395277770653
balanced,14.38449888287663,TSs368,0.02163451694327518
balanced,14.38449888287663,TSs371,5.315534493887966e-18
balanced,14.38449888287663,TSs378,1.0604760826869815e-16
balanced,14.38449888287663,TSs38,0.03370914099103636
balanced,14.38449888287663,TSs383,9.019876809956445e-18
balanced,14.38449888287663,TSs3A,1.9369323361380936e-16
balanced,14.38449888287663,TSs4,0.010476638382356582
balanced,14.38449888287663,TSs417,0.006178058977682566
balanced,14.38449888287663,TSs44C,1.7244152846750188e-17
balanced,14.38449888287663,TSs48,0.009771795710436012
balanced,14.38449888287663,TSs49,0.03384027339687062
balanced,14.38449888287663,TSs49A,0.03279658568114229
balanced,14.38449888287663,TSs51,0.011200836855053155
balanced,14.38449888287663,TSs53,0.01128044373771759
balanced,14.38449888287663,TSs56,1.4474615625006758e-16
balanced,14.38449888287663,TSs56A,0.028615067219810195
balanced,14.38449888287663,TSs58,0.020381735316823583
balanced,14.38449888287663,TSs59B,0.02281460154476724
balanced,14.38449888287663,TSs5A,0.014715578515366881
balanced,14.38449888287663,TSs60,2.989481170698117e-16
balanced,14.38449888287663,TSs60B,0.008292825665000305
balanced,14.38449888287663,TSs61,7.31872201129356e-18
balanced,14.38449888287663,TSs63A,0.009938867667266994
balanced,14.38449888287663,TSs68,0.041071023639452794
balanced,14.38449888287663,TSs7,0.032364443308728875
balanced,14.38449888287663,TSs78,5.1541626462559825e-18
balanced,14.38449888287663,TSs82,0.03213384473706227
balanced,14.38449888287663,TSs9,0.0025905999695682086
balanced,14.38449888287663,TSs95,3.642753271277932e-17
balanced,14.38449888287663,TSs96,0.020447610934669846
balanced,14.38449888287663,TSs98,6.551701330751648e-17
balanced,23.357214690901213,TSs10,0.028964194035997416
balanced,23.357214690901213,TSs104,3.3117241077921173e-17
balanced,23.357214690901213,TSs10A,0.015507050098954683
balanced,23.357214690901213,TSs11,5.87998198080226e-17
balanced,23.357214690901213,TSs111,7.307042279086587e-17
balanced,23.357214690901213,TSs116,0.008262956072597138
balanced,23.357214690901213,TSs119A,0.030703375450870624
balanced,23.357214690901213,TSs120,0.01479655492043483
balanced,23.357214690901213,TSs131,0.017145451319645687
balanced,23.357214690901213,TSs132,0.00099024998024373
balanced,23.357214690901213,TSs133,0.008213521123767342
balanced,23.357214690901213,TSs136,1.1865652153144998e-17
balanced,23.357214690901213,TSs138B,0.007454266051380678
balanced,23.357214690901213,TSs15,0.005015340804581441
balanced,23.357214690901213,TSs151B,5.286111318482816e-16
balanced,23.357214690901213,TSs155,2.935323560849529e-17
balanced,23.357214690901213,TSs156A,3.229681317106138e-17
balanced,23.357214690901213,TSs157A,0.03541159654961176
balanced,23.357214690901213,TSs158,0.008589864794753713
balanced,23.357214690901213,TSs161,2.4630214969813958e-17
balanced,23.357214690901213,TSs166,0.004960326233614178
balanced,23.357214690901213,TSs168,2.7810958453583027e-18
balanced,23.357214690901213,TSs195,1.5567470203880863e-17
balanced,23.357214690901213,TSs1A,5.221100396609227e-08
balanced,23.357214690901213,TSs2,4.512715913825662e-17
balanced,23.357214690901213,TSs201,0.018440230640580837
balanced,23.357214690901213,TSs209,0.008876975014578651
balanced,23.357214690901213,TSs217,7.619449755339869e-05
balanced,23.357214690901213,TSs224,0.006442146952193714
balanced,23.357214690901213,TSs22A,0.03617861366657818
balanced,23.357214690901213,TSs22B,0.009066900861677586
balanced,23.357214690901213,TSs23,2.4799028108620887e-17
balanced,23.357214690901213,TSs24,5.217376661533271e-17
balanced,23.357214690901213,TSs266,0.0029778808735010237
balanced,23.357214690901213,TSs269,7.900352597037513e-18
balanced,23.357214690901213,TSs27,0.0015852581315840412
balanced,23.357214690901213,TSs274,0.01595764813330882
balanced,23.357214690901213,TSs277,2.448686612672268e-17
balanced,23.357214690901213,TSs282,0.02753015662749522
balanced,23.357214690901213,TSs287,0.01320713194233699
balanced,23.357214690901213,TSs291,0.010469900900765706
balanced,23.357214690901213,TSs293,0.003381768510271775
balanced,23.357214690901213,TSs294,1.0427845375890208e-17
balanced,23.357214690901213,TSs296,0.008944732464726626
balanced,23.357214690901213,TSs297,0.01517747241786729
balanced,23.357214690901213,TSs3,1.2236106396515177e-17
balanced,23.357214690901213,TSs30,0.001003695214537359
