scenario,lambda,sample,contribution
crude_protein_priority,0.29763514416313175,TSs217,5.880712583560489e-15
crude_protein_priority,0.29763514416313175,TSs224,3.989863994746055e-16
crude_protein_priority,0.29763514416313175,TSs22A,0.0
crude_protein_priority,0.29763514416313175,TSs22B,0.0
crude_protein_priority,0.29763514416313175,TSs23,2.5014712523581788e-15
crude_protein_priority,0.29763514416313175,TSs24,6.350822645550133e-15
crude_protein_priority,0.29763514416313175,TSs266,0.0
crude_protein_priority,0.29763514416313175,TSs269,9.228728892195221e-16
crude_protein_priority,0.29763514416313175,TSs27,0.0
crude_protein_priority,0.29763514416313175,TSs274,1.084202172485341e-15
crude_protein_priority,0.29763514416313175,TSs277,1.634109514369906e-15
crude_protein_priority,0.29763514416313175,TSs282,0.0
crude_protein_priority,0.29763514416313175,TSs287,0.0
crude_protein_priority,0.29763514416313175,TSs291,2.4875934645503663e-15
crude_protein_priority,0.29763514416313175,TSs293,0.0
crude_protein_priority,0.29763514416313175,TSs294,3.575265083987661e-15
crude_protein_priority,0.29763514416313175,TSs296,0.0
crude_protein_priority,0.29763514416313175,TSs297,0.0
crude_protein_priority,0.29763514416313175,TSs3,0.0
crude_protein_priority,0.29763514416313175,TSs30,0.0
crude_protein_priority,0.29763514416313175,TSs303,3.6897568334021125e-15
crude_protein_priority,0.29763514416313175,TSs311,5.802650027141545e-15
crude_protein_priority,0.29763514416313175,TSs314A,7.268491364341726e-16
crude_protein_priority,0.29763514416313175,TSs314B,0.0
crude_protein_priority,0.29763514416313175,TSs317,0.0
crude_protein_priority,0.29763514416313175,TSs325,0.0
crude_protein_priority,0.29763514416313175,TSs33,0.0
crude_protein_priority,0.29763514416313175,TSs331,0.0
crude_protein_priority,0.29763514416313175,TSs333,0.0
crude_protein_priority,0.29763514416313175,TSs334,0.0
crude_protein_priority,0.29763514416313175,TSs336,0.0
crude_protein_priority,0.29763514416313175,TSs338,3.8684333514276966e-16
crude_protein_priority,0.29763514416313175,TSs357,9.124645483636629e-16
crude_protein_priority,0.29763514416313175,TSs358,3.4104663537698884e-15
crude_protein_priority,0.29763514416313175,TSs361,2.687086664287669e-15
crude_protein_priority,0.29763514416313175,TSs363,5.68468883077514e-15
crude_protein_priority,0.29763514416313175,TSs365,1.0789980020574113e-15
crude_protein_priority,0.29763514416313175,TSs368,0.0
crude_protein_priority,0.29763514416313175,TSs371,6.591949208710873e-17
crude_protein_priority,0.29763514416313175,TSs378,1.2732870313667845e-15
crude_protein_priority,0.29763514416313175,TSs38,0.0
crude_protein_priority,0.29763514416313175,TSs383,3.688022109926136e-15
crude_protein_priority,0.29763514416313175,TSs3A,3.5735303605116837e-16
crude_protein_priority,0.29763514416313175,TSs4,0.0
crude_protein_priority,0.29763514416313175,TSs417,8.014422459011641e-16
crude_protein_priority,0.29763514416313175,TSs44C,1.106753577673036e-15
crude_protein_priority,0.29763514416313175,TSs48,0.0
crude_protein_priority,0.29763514416313175,TSs49,0.0
crude_protein_priority,0.29763514416313175,TSs49A,0.0
crude_protein_priority,0.29763514416313175,TSs51,0.0
crude_protein_priority,0.29763514416313175,TSs53,0.0
crude_protein_priority,0.29763514416313175,TSs56,2.48065457064646e-16
crude_protein_priority,0.29763514416313175,TSs56A,0.0
crude_protein_priority,0.29763514416313175,TSs58,0.0
crude_protein_priority,0.29763514416313175,TSs59B,0.0
crude_protein_priority,0.29763514416313175,TSs5A,0.0
crude_protein_priority,0.29763514416313175,TSs60,0.0
crude_protein_priority,0.29763514416313175,TSs60B,0.0
crude_protein_priority,0.29763514416313175,TSs61,4.518954654918901e-15
crude_protein_priority,0.29763514416313175,TSs63A,0.0
crude_protein_priority,0.29763514416313175,TSs68,0.0
crude_protein_priority,0.29763514416313175,TSs7,0.0
crude_protein_priority,0.29763514416313175,TSs78,1.9099305470501767e-15
crude_protein_priority,0.29763514416313175,TSs82,0.0
crude_protein_priority,0.29763514416313175,TSs9,0.0
crude_protein_priority,0.29763514416313175,TSs95,0.0
crude_protein_priority,0.29763514416313175,TSs96,0.0
crude_protein_priority,0.29763514416313175,TSs98,0.0
crude_protein_priority,0.4832930238571752,TSs10,0.0
crude_protein_priority,0.4832930238571752,TSs104,7.3517580911886e-15
crude_protein_priority,0.4832930238571752,TSs10A,0.0
crude_protein_priority,0.4832930238571752,TSs11,4.407932352456403e-15
crude_protein_priority,0.4832930238571752,TSs111,1.1572340308239535e-14
crude_protein_priority,0.4832930238571752,TSs116,1.309716224362292e-15
crude_protein_priority,0.4832930238571752,TSs119A,0.0
crude_protein_priority,0.4832930238571752,TSs120,0.0
crude_protein_priority,0.4832930238571752,TSs131,0.0
crude_protein_priority,0.4832930238571752,TSs132,0.0
crude_protein_priority,0.4832930238571752,TSs133,9.957312752105372e-16
crude_protein_priority,0.4832930238571752,TSs136,0.0
crude_protein_priority,0.4832930238571752,TSs138B,8.0248307998675e-15
crude_protein_priority,0.4832930238571752,TSs15,1.8908485888144348e-16
crude_protein_priority,0.4832930238571752,TSs151B,1.3350431871115494e-14
crude_protein_priority,0.4832930238571752,TSs155,1.2125717097076053e-14
crude_protein_priority,0.4832930238571752,TSs156A,1.955900719163555e-14
crude_protein_priority,0.4832930238571752,TSs157A,0.9999999999998478
crude_protein_priority,0.4832930238571752,TSs158,0.0
crude_protein_priority,0.4832930238571752,TSs161,0.0
crude_protein_priority,0.4832930238571752,TSs166,1.8873791418624817e-15
crude_protein_priority,0.4832930238571752,TSs168,1.802377691539631e-15
crude_protein_priority,0.4832930238571752,TSs195,3.575265083987661e-15
crude_protein_priority,0.4832930238571752,TSs1A,7.199102425302664e-16
crude_protein_priority,0.4832930238571752,TSs2,0.0
crude_protein_priority,0.4832930238571752,TSs201,2.0816681711718545e-15
crude_protein_priority,0.4832930238571752,TSs209,0.0
crude_protein_priority,0.4832930238571752,TSs217,5.880712583560489e-15
crude_protein_priority,0.4832930238571752,TSs224,3.989863994746055e-16
crude_protein_priority,0.4832930238571752,TSs22A,0.0
crude_protein_priority,0.4832930238571752,TSs22B,0.0
crude_protein_priority,0.4832930238571752,TSs23,2.5014712523581788e-15
crude_protein_priority,0.4832930238571752,TSs24,6.350822645550133e-15
crude_protein_priority,0.4832930238571752,TSs266,0.0
crude_protein_priority,0.4832930238571752,TSs269,9.228728892195221e-16
crude_protein_priority,0.4832930238571752,TSs27,0.0
crude_protein_priority,0.4832930238571752,TSs274,1.084202172485341e-15
crude_protein_priority,0.4832930238571752,TSs277,1.634109514369906e-15
crude_protein_priority,0.4832930238571752,TSs282,0.0
crude_protein_priority,0.4832930238571752,TSs287,0.0
crude_protein_priority,0.4832930238571752,TSs291,2.4875934645503663e-15
crude_protein_priority,0.4832930238571752,TSs293,0.0
crude_protein_priority,0.4832930238571752,TSs294,3.575265083987661e-15
crude_protein_priority,0.4832930238571752,TSs296,0.0
crude_protein_priority,0.4832930238571752,TSs297,0.0
crude_protein_priority,0.4832930238571752,TSs3,0.0
crude_protein_priority,0.4832930238571752,TSs30,0.0
crude_protein_priority,0.4832930238571752,TSs303,3.6897568334021125e-15
crude_protein_priority,0.4832930238571752,TSs311,5.802650027141545e-15
crude_protein_priority,0.4832930238571752,TSs314A,7.268491364341726e-16
crude_protein_priority,0.4832930238571752,TSs314B,0.0
crude_protein_priority,0.4832930238571752,TSs317,0.0
crude_protein_priority,0.4832930238571752,TSs325,0.0
crude_protein_priority,0.4832930238571752,TSs33,0.0
crude_protein_priority,0.4832930238571752,TSs331,0.0
crude_protein_priority,0.4832930238571752,TSs333,0.0
crude_protein_priority,0.4832930238571752,TSs334,0.0
crude_protein_priority,0.4832930238571752,TSs336,0.0
crude_protein_priority,0.4832930238571752,TSs338,3.8684333514276966e-16
crude_protein_priority,0.4832930238571752,TSs357,9.124645483636629e-16
crude_protein_priority,0.4832930238571752,TSs358,3.4104663537698884e-15
crude_protein_priority,0.4832930238571752,TSs361,2.687086664287669e-15
crude_protein_priority,0.4832930238571752,TSs363,5.68468883077514e-15
crude_protein_priority,0.4832930238571752,TSs365,1.0789980020574113e-15
crude_protein_priority,0.4832930238571752,TSs368,0.0
crude_protein_priority,0.4832930238571752,TSs371,6.591949208710873e-17
crude_protein_priority,0.4832930238571752,TSs378,1.2732870313667845e-15
crude_protein_priority,0.4832930238571752,TSs38,0.0
crude_protein_priority,0.4832930238571752,TSs383,3.688022109926136e-15
crude_protein_priority,0.4832930238571752,TSs3A,3.5735303605116837e-16
crude_protein_priority,0.4832930238571752,TSs4,0.0
crude_protein_priority,0.4832930238571752,TSs417,8.014422459011641e-16
crude_protein_priority,0.4832930238571752,TSs44C,1.106753577673036e-15
crude_protein_priority,0.4832930238571752,TSs48,0.0
crude_protein_priority,0.4832930238571752,TSs49,0.0
crude_protein_priority,0.4832930238571752,TSs49A,0.0
crude_protein_priority,0.4832930238571752,TSs51,0.0
crude_protein_priority,0.4832930238571752,TSs53,0.0
crude_protein_priority,0.4832930238571752,TSs56,2.48065457064646e-16
crude_protein_priority,0.4832930238571752,TSs56A,0.0
crude_protein_priority,0.4832930238571752,TSs58,0.0
crude_protein_priority,0.4832930238571752,TSs59B,0.0
crude_protein_priority,0.4832930238571752,TSs5A,0.0
crude_protein_priority,0.4832930238571752,TSs60,0.0
crude_protein_priority,0.4832930238571752,TSs60B,0.0
crude_protein_priority,0.4832930238571752,TSs61,4.518954654918901e-15
crude_protein_priority,0.4832930238571752,TSs63A,0.0
crude_protein_priority,0.4832930238571752,TSs68,0.0
crude_protein_priority,0.4832930238571752,TSs7,0.0
crude_protein_priority,0.4832930238571752,TSs78,1.9099305470501767e-15
crude_protein_priority,0.4832930238571752,TSs82,0.0
crude_protein_priority,0.4832930238571752,TSs9,0.0
crude_protein_priority,0.4832930238571752,TSs95,0.0
crude_protein_priority,0.4832930238571752,TSs96,0.0
crude_protein_priority,0.4832930238571752,TSs98,0.0
crude_protein_priority,0.7847599703514611,TSs10,0.0
crude_protein_priority,0.7847599703514611,TSs104,7.3517580911886e-15
crude_protein_priority,0.7847599703514611,TSs10A,0.0
crude_protein_priority,0.7847599703514611,TSs11,4.407932352456403e-15
crude_protein_priority,0.7847599703514611,TSs111,1.1572340308239535e-14
crude_protein_priority,0.7847599703514611,TSs116,1.309716224362292e-15
crude_protein_priority,0.7847599703514611,TSs119A,0.0
crude_protein_priority,0.7847599703514611,TSs120,0.0
crude_protein_priority,0.7847599703514611,TSs131,0.0
crude_protein_priority,0.7847599703514611,TSs132,0.0
crude_protein_priority,0.7847599703514611,TSs133,9.957312752105372e-16
crude_protein_priority,0.7847599703514611,TSs136,0.0
crude_protein_priority,0.7847599703514611,TSs138B,8.0248307998675e-15
crude_protein_priority,0.7847599703514611,TSs15,1.8908485888144348e-16
crude_protein_priority,0.7847599703514611,TSs151B,1.3350431871115494e-14
crude_protein_priority,0.7847599703514611,TSs155,1.2125717097076053e-14
crude_protein_priority,0.7847599703514611,TSs156A,1.955900719163555e-14
crude_protein_priority,0.7847599703514611,TSs157A,0.9999999999998478
crude_protein_priority,0.7847599703514611,TSs158,0.0
crude_protein_priority,0.7847599703514611,TSs161,0.0
crude_protein_priority,0.7847599703514611,TSs166,1.8873791418624817e-15
crude_protein_priority,0.7847599703514611,TSs168,1.802377691539631e-15
crude_protein_priority,0.7847599703514611,TSs195,3.575265083987661e-15
crude_protein_priority,0.7847599703514611,TSs1A,7.199102425302664e-16
crude_protein_priority,0.7847599703514611,TSs2,0.0
crude_protein_priority,0.7847599703514611,TSs201,2.0816681711718545e-15
crude_protein_priority,0.7847599703514611,TSs209,0.0
crude_protein_priority,0.7847599703514611,TSs217,5.880712583560489e-15
crude_protein_priority,0.7847599703514611,TSs224,3.989863994746055e-16
crude_protein_priority,0.7847599703514611,TSs22A,0.0
crude_protein_priority,0.7847599703514611,TSs22B,0.0
crude_protein_priority,0.7847599703514611,TSs23,2.5014712523581788e-15
crude_protein_priority,0.7847599703514611,TSs24,6.350822645550133e-15
crude_protein_priority,0.7847599703514611,TSs266,0.0
crude_protein_priority,0.7847599703514611,TSs269,9.228728892195221e-16
crude_protein_priority,0.7847599703514611,TSs27,0.0
crude_protein_priority,0.7847599703514611,TSs274,1.084202172485341e-15
crude_protein_priority,0.7847599703514611,TSs277,1.634109514369906e-15
crude_protein_priority,0.7847599703514611,TSs282,0.0
crude_protein_priority,0.7847599703514611,TSs287,0.0
crude_protein_priority,0.7847599703514611,TSs291,2.4875934645503663e-15
crude_protein_priority,0.7847599703514611,TSs293,0.0
crude_protein_priority,0.7847599703514611,TSs294,3.575265083987661e-15
crude_protein_priority,0.7847599703514611,TSs296,0.0
crude_protein_priority,0.7847599703514611,TSs297,0.0
crude_protein_priority,0.7847599703514611,TSs3,0.0
crude_protein_priority,0.7847599703514611,TSs30,0.0
crude_protein_priority,0.7847599703514611,TSs303,3.6897568334021125e-15
crude_protein_priority,0.7847599703514611,TSs311,5.802650027141545e-15
crude_protein_priority,0.7847599703514611,TSs314A,7.268491364341726e-16
crude_protein_priority,0.7847599703514611,TSs314B,0.0
crude_protein_priority,0.7847599703514611,TSs317,0.0
crude_protein_priority,0.7847599703514611,TSs325,0.0
crude_protein_priority,0.7847599703514611,TSs33,0.0
crude_protein_priority,0.7847599703514611,TSs331,0.0
crude_protein_priority,0.7847599703514611,TSs333,0.0
crude_protein_priority,0.7847599703514611,TSs334,0.0
crude_protein_priority,0.7847599703514611,TSs336,0.0
crude_protein_priority,0.7847599703514611,TSs338,3.8684333514276966e-16
crude_protein_priority,0.7847599703514611,TSs357,9.124645483636629e-16
crude_protein_priority,0.7847599703514611,TSs358,3.4104663537698884e-15
crude_protein_priority,0.7847599703514611,TSs361,2.687086664287669e-15
crude_protein_priority,0.7847599703514611,TSs363,5.68468883077514e-15
crude_protein_priority,0.7847599703514611,TSs365,1.0789980020574113e-15
crude_protein_priority,0.7847599703514611,TSs368,0.0
crude_protein_priority,0.7847599703514611,TSs371,6.591949208710873e-17
crude_protein_priority,0.7847599703514611,TSs378,1.2732870313667845e-15
crude_protein_priority,0.7847599703514611,TSs38,0.0
crude_protein_priority,0.7847599703514611,TSs383,3.688022109926136e-15
crude_protein_priority,0.7847599703514611,TSs3A,3.5735303605116837e-16
crude_protein_priority,0.7847599703514611,TSs4,0.0
crude_protein_priority,0.7847599703514611,TSs417,8.014422459011641e-16
crude_protein_priority,0.7847599703514611,TSs44C,1.106753577673036e-15
crude_protein_priority,0.7847599703514611,TSs48,0.0
crude_protein_priority,0.7847599703514611,TSs49,0.0
crude_protein_priority,0.7847599703514611,TSs49A,0.0
crude_protein_priority,0.7847599703514611,TSs51,0.0
crude_protein_priority,0.7847599703514611,TSs53,0.0
crude_protein_priority,0.7847599703514611,TSs56,2.48065457064646e-16
crude_protein_priority,0.7847599703514611,TSs56A,0.0
crude_protein_priority,0.7847599703514611,TSs58,0.0
crude_protein_priority,0.7847599703514611,TSs59B,0.0
crude_protein_priority,0.7847599703514611,TSs5A,0.0
crude_protein_priority,0.7847599703514611,TSs60,0.0
crude_protein_priority,0.7847599703514611,TSs60B,0.0
crude_protein_priority,0.7847599703514611,TSs61,4.518954654918901e-15
crude_protein_priority,0.7847599703514611,TSs63A,0.0
crude_protein_priority,0.7847599703514611,TSs68,0.0
crude_protein_priority,0.7847599703514611,TSs7,0.0
crude_protein_priority,0.7847599703514611,TSs78,1.9099305470501767e-15
crude_protein_priority,0.7847599703514611,TSs82,0.0
crude_protein_priority,0.7847599703514611,TSs9,0.0
crude_protein_priority,0.7847599703514611,TSs95,0.0
crude_protein_priority,0.7847599703514611,TSs96,0.0
crude_protein_priority,0.7847599703514611,TSs98,0.0
crude_protein_priority,1.2742749857031335,TSs10,3.902036352222028e-15
crude_protein_priority,1.2742749857031335,TSs104,1.5858219232922294e-15
crude_protein_priority,1.2742749857031335,TSs10A,1.3358549108587004e-15
crude_protein_priority,1.2742749857031335,TSs11,0.0
crude_protein_priority,1.2742749857031335,TSs111,0.0
crude_protein_priority,1.2742749857031335,TSs116,1.2763758803231385e-15
crude_protein_priority,1.2742749857031335,TSs119A,1.1222734115854786e-15
crude_protein_priority,1.2742749857031335,TSs120,5.280884310391914e-16
crude_protein_priority,1.2742749857031335,TSs131,8.563359058997579e-16
crude_protein_priority,1.2742749857031335,TSs132,6.643509188310474e-16
crude_protein_priority,1.2742749857031335,TSs133,9.19348654836836e-16
crude_protein_priority,1.2742749857031335,TSs136,0.0
crude_protein_priority,1.2742749857031335,TSs138B,0.0
crude_protein_priority,1.2742749857031335,TSs15,0.0
crude_protein_priority,1.2742749857031335,TSs151B,0.0
crude_protein_priority,1.2742749857031335,TSs155,0.0
crude_protein_priority,1.2742749857031335,TSs156A,0.0
crude_protein_priority,1.2742749857031335,TSs157A,0.7459362897272825
crude_protein_priority,1.2742749857031335,TSs158,2.8852816871415994e-16
crude_protein_priority,1.2742749857031335,TSs161,0.0
crude_protein_priority,1.2742749857031335,TSs166,9.76743795854686e-16
crude_protein_priority,1.2742749857031335,TSs168,0.0
crude_protein_priority,1.2742749857031335,TSs195,0.0
crude_protein_priority,1.2742749857031335,TSs1A,1.567401059265908e-16
crude_protein_priority,1.2742749857031335,TSs2,1.5305613719313212e-16
crude_protein_priority,1.2742749857031335,TSs201,0.0
crude_protein_priority,1.2742749857031335,TSs209,0.0
crude_protein_priority,1.2742749857031335,TSs217,0.0
crude_protein_priority,1.2742749857031335,TSs224,0.0
crude_protein_priority,1.2742749857031335,TSs22A,0.10492711026305244
crude_protein_priority,1.2742749857031335,TSs22B,0.0
crude_protein_priority,1.2742749857031335,TSs23,0.0
crude_protein_priority,1.2742749857031335,TSs24,0.0
crude_protein_priority,1.2742749857031335,TSs266,0.0
crude_protein_priority,1.2742749857031335,TSs269,0.0
crude_protein_priority,1.2742749857031335,TSs27,0.0
crude_protein_priority,1.2742749857031335,TSs274,0.0
crude_protein_priority,1.2742749857031335,TSs277,0.0
crude_protein_priority,1.2742749857031335,TSs282,2.209442812853304e-15
crude_protein_priority,1.2742749857031335,TSs287,1.7548647616620708e-16
crude_protein_priority,1.2742749857031335,TSs291,0.0
crude_protein_priority,1.2742749857031335,TSs293,5.839192998450476e-16
crude_protein_priority,1.2742749857031335,TSs294,0.0
crude_protein_priority,1.2742749857031335,TSs296,8.386801192498583e-16
crude_protein_priority,1.2742749857031335,TSs297,3.784805375513878e-15
crude_protein_priority,1.2742749857031335,TSs3,2.7372578150397318e-17
crude_protein_priority,1.2742749857031335,TSs30,0.0
crude_protein_priority,1.2742749857031335,TSs303,0.0
crude_protein_priority,1.2742749857031335,TSs311,0.0
crude_protein_priority,1.2742749857031335,TSs314A,0.0
crude_protein_priority,1.2742749857031335,TSs314B,5.777011260737149e-17
crude_protein_priority,1.2742749857031335,TSs317,6.798308294484049e-16
crude_protein_priority,1.2742749857031335,TSs325,2.4275703552298556e-15
crude_protein_priority,1.2742749857031335,TSs33,0.0
crude_protein_priority,1.2742749857031335,TSs331,6.880886479602237e-16
crude_protein_priority,1.2742749857031335,TSs333,0.0
crude_protein_priority,1.2742749857031335,TSs334,1.929601347485623e-15
crude_protein_priority,1.2742749857031335,TSs336,1.8277544260872785e-16
crude_protein_priority,1.2742749857031335,TSs338,0.0
crude_protein_priority,1.2742749857031335,TSs357,0.0
crude_protein_priority,1.2742749857031335,TSs358,0.0
crude_protein_priority,1.2742749857031335,TSs361,0.0
crude_protein_priority,1.2742749857031335,TSs363,0.0
crude_protein_priority,1.2742749857031335,TSs365,0.0
crude_protein_priority,1.2742749857031335,TSs368,2.475327665005723e-16
crude_protein_priority,1.2742749857031335,TSs371,0.0
crude_protein_priority,1.2742749857031335,TSs378,0.0
crude_protein_priority,1.2742749857031335,TSs38,0.03580649634744701
crude_protein_priority,1.2742749857031335,TSs383,0.0
crude_protein_priority,1.2742749857031335,TSs3A,0.0
crude_protein_priority,1.2742749857031335,TSs4,2.848431392181731e-16
crude_protein_priority,1.2742749857031335,TSs417,0.0
crude_protein_priority,1.2742749857031335,TSs44C,0.0
crude_protein_priority,1.2742749857031335,TSs48,0.0
crude_protein_priority,1.2742749857031335,TSs49,0.11333010366218649
crude_protein_priority,1.2742749857031335,TSs49A,0.0
crude_protein_priority,1.2742749857031335,TSs51,0.0
crude_protein_priority,1.2742749857031335,TSs53,8.789067578999319e-17
crude_protein_priority,1.2742749857031335,TSs56,0.0
crude_protein_priority,1.2742749857031335,TSs56A,4.764687344083895e-16
crude_protein_priority,1.2742749857031335,TSs58,4.623948942817185e-18
crude_protein_priority,1.2742749857031335,TSs59B,7.817800661807563e-16
crude_protein_priority,1.2742749857031335,TSs5A,0.0
crude_protein_priority,1.2742749857031335,TSs60,0.0
crude_protein_priority,1.2742749857031335,TSs60B,6.152466124867848e-16
crude_protein_priority,1.2742749857031335,TSs61,0.0
crude_protein_priority,1.2742749857031335,TSs63A,0.0
crude_protein_priority,1.2742749857031335,TSs68,1.0038246711058995e-15
crude_protein_priority,1.2742749857031335,TSs7,2.2666855386805284e-16
crude_protein_priority,1.2742749857031335,TSs78,0.0
crude_protein_priority,1.2742749857031335,TSs82,4.453433537317654e-17
crude_protein_priority,1.2742749857031335,TSs9,3.2379524558554696e-17
crude_protein_priority,1.2742749857031335,TSs95,0.0
crude_protein_priority,1.2742749857031335,TSs96,3.6544643194606676e-16
crude_protein_priority,1.2742749857031335,TSs98,0.0
crude_protein_priority,2.06913808111479,TSs10,0.0597560149256824
crude_protein_priority,2.06913808111479,TSs104,0.0
crude_protein_priority,2.06913808111479,TSs10A,4.2597740566635265e-15
crude_protein_priority,2.06913808111479,TSs11,0.0
crude_protein_priority,2.06913808111479,TSs111,0.0
crude_protein_priority,2.06913808111479,TSs116,1.441115722812673e-15
crude_protein_priority,2.06913808111479,TSs119A,4.065248166552327e-15
crude_protein_priority,2.06913808111479,TSs120,2.420065950350357e-15
crude_protein_priority,2.06913808111479,TSs131,1.7722045101136601e-15
crude_protein_priority,2.06913808111479,TSs132,5.653629794403479e-16
crude_protein_priority,2.06913808111479,TSs133,2.527165156590433e-16
crude_protein_priority,2.06913808111479,TSs136,0.0
crude_protein_priority,2.06913808111479,TSs138B,0.0
crude_protein_priority,2.06913808111479,TSs15,0.0
crude_protein_priority,2.06913808111479,TSs151B,0.0
crude_protein_priority,2.06913808111479,TSs155,0.0
crude_protein_priority,2.06913808111479,TSs156A,0.0
crude_protein_priority,2.06913808111479,TSs157A,0.5019085769023908
crude_protein_priority,2.06913808111479,TSs158,4.518574604691074e-16
crude_protein_priority,2.06913808111479,TSs161,0.0
crude_protein_priority,2.06913808111479,TSs166,1.2953613537302725e-15
crude_protein_priority,2.06913808111479,TSs168,0.0
crude_protein_priority,2.06913808111479,TSs195,0.0
crude_protein_priority,2.06913808111479,TSs1A,3.7975003459456666e-16
crude_protein_priority,2.06913808111479,TSs2,2.0410247806354465e-15
crude_protein_priority,2.06913808111479,TSs201,0.0
crude_protein_priority,2.06913808111479,TSs209,8.318163465802074e-16
crude_protein_priority,2.06913808111479,TSs217,0.0
crude_protein_priority,2.06913808111479,TSs224,1.861991733572094e-16
crude_protein_priority,2.06913808111479,TSs22A,0.1118730077306244
crude_protein_priority,2.06913808111479,TSs22B,2.9025802726494796e-15
crude_protein_priority,2.06913808111479,TSs23,0.0
crude_protein_priority,2.06913808111479,TSs24,0.0
crude_protein_priority,2.06913808111479,TSs266,0.0
crude_protein_priority,2.06913808111479,TSs269,0.0
crude_protein_priority,2.06913808111479,TSs27,0.0
crude_protein_priority,2.06913808111479,TSs274,0.0
crude_protein_priority,2.06913808111479,TSs277,0.0
crude_protein_priority,2.06913808111479,TSs282,0.03779826834414897
crude_protein_priority,2.06913808111479,TSs287,1.6296356924157264e-15
crude_protein_priority,2.06913808111479,TSs291,0.0
crude_protein_priority,2.06913808111479,TSs293,2.690049796842839e-15
crude_protein_priority,2.06913808111479,TSs294,0.0
crude_protein_priority,2.06913808111479,TSs296,4.0803031255283584e-15
crude_protein_priority,2.06913808111479,TSs297,0.01965189554247983
crude_protein_priority,2.06913808111479,TSs3,0.0
crude_protein_priority,2.06913808111479,TSs30,1.0566208481181457e-15
crude_protein_priority,2.06913808111479,TSs303,0.0
crude_protein_priority,2.06913808111479,TSs311,0.0
crude_protein_priority,2.06913808111479,TSs314A,0.0
crude_protein_priority,2.06913808111479,TSs314B,1.2659546981647253e-15
crude_protein_priority,2.06913808111479,TSs317,1.6969664332233633e-15
crude_protein_priority,2.06913808111479,TSs325,0.04289542347265396
crude_protein_priority,2.06913808111479,TSs33,1.3351328067540448e-15
crude_protein_priority,2.06913808111479,TSs331,6.147893668517307e-15
crude_protein_priority,2.06913808111479,TSs333,3.2081508378501025e-15
crude_protein_priority,2.06913808111479,TSs334,0.02092865085177281
crude_protein_priority,2.06913808111479,TSs336,0.0
crude_protein_priority,2.06913808111479,TSs338,0.0
crude_protein_priority,2.06913808111479,TSs357,1.5014054894555306e-16
crude_protein_priority,2.06913808111479,TSs358,0.0
crude_protein_priority,2.06913808111479,TSs361,0.0
crude_protein_priority,2.06913808111479,TSs363,0.0
crude_protein_priority,2.06913808111479,TSs365,9.985643220378107e-16
crude_protein_priority,2.06913808111479,TSs368,9.848397597950018e-16
crude_protein_priority,2.06913808111479,TSs371,0.0
crude_protein_priority,2.06913808111479,TSs378,0.0
crude_protein_priority,2.06913808111479,TSs38,0.060988915765140525
crude_protein_priority,2.06913808111479,TSs383,0.0
crude_protein_priority,2.06913808111479,TSs3A,0.0
crude_protein_priority,2.06913808111479,TSs4,8.149126945327742e-16
crude_protein_priority,2.06913808111479,TSs417,0.0
crude_protein_priority,2.06913808111479,TSs44C,0.0
crude_protein_priority,2.06913808111479,TSs48,3.9067051248560625e-16
crude_protein_priority,2.06913808111479,TSs49,0.10997924466309894
crude_protein_priority,2.06913808111479,TSs49A,1.696439401490616e-15
crude_protein_priority,2.06913808111479,TSs51,1.4691912635517404e-15
crude_protein_priority,2.06913808111479,TSs53,1.0506997997506388e-15
crude_protein_priority,2.06913808111479,TSs56,0.0
crude_protein_priority,2.06913808111479,TSs56A,2.1127542487439113e-15
crude_protein_priority,2.06913808111479,TSs58,1.867096965987566e-15
crude_protein_priority,2.06913808111479,TSs59B,0.017589145763657634
crude_protein_priority,2.06913808111479,TSs5A,2.5728689618975088e-15
crude_protein_priority,2.06913808111479,TSs60,0.0
crude_protein_priority,2.06913808111479,TSs60B,2.0791038240224533e-15
crude_protein_priority,2.06913808111479,TSs61,0.0
crude_protein_priority,2.06913808111479,TSs63A,2.1938740342506516e-16
crude_protein_priority,2.06913808111479,TSs68,0.01663085603827881
crude_protein_priority,2.06913808111479,TSs7,2.0769312781714415e-15
crude_protein_priority,2.06913808111479,TSs78,0.0
crude_protein_priority,2.06913808111479,TSs82,1.9659089757055057e-15
crude_protein_priority,2.06913808111479,TSs9,1.7161087951654965e-15
crude_protein_priority,2.06913808111479,TSs95,4.671078924630736e-16
crude_protein_priority,2.06913808111479,TSs96,2.4377537611717155e-15
crude_protein_priority,2.06913808111479,TSs98,0.0
crude_protein_priority,3.359818286283781,TSs10,0.07620920169206774
crude_protein_priority,3.359818286283781,TSs104,8.22479413480187e-17
crude_protein_priority,3.359818286283781,TSs10A,6.601088976079503e-17
crude_protein_priority,3.359818286283781,TSs11,7.838485636271172e-16
crude_protein_priority,3.359818286283781,TSs111,8.061296749495973e-16
crude_protein_priority,3.359818286283781,TSs116,0.0
crude_protein_priority,3.359818286283781,TSs119A,0.022754255380565087
crude_protein_priority,3.359818286283781,TSs120,1.1627520975392982e-16
crude_protein_priority,3.359818286283781,TSs131,0.0026801470505906254
crude_protein_priority,3.359818286283781,TSs132,2.7256624023566677e-16
crude_protein_priority,3.359818286283781,TSs133,1.6369163598207777e-16
crude_protein_priority,3.359818286283781,TSs136,4.753264246400479e-16
